C0000100,y_true,duration,event,max_partial_hazard,mean_partial_hazard,n_intervals,prediction_matched_base_rate,correct_matched_base_rate
149403,1,3.0,1,1.8917126267258877,1.3839661037622257,2,1,True
149902,1,5.0,1,1.2363637164355863,1.146160827159578,3,1,True
150202,1,9.0,1,3.3914968016147546,1.660648653900126,5,1,True
151902,0,21.0,0,1.986652184702289,1.8709536694317586,11,1,False
152505,1,11.0,1,1.2045176613313737,1.160577932353679,6,1,True
153204,1,15.0,1,1.0273002722619706,0.9840897798635877,8,0,False
153302,1,3.0,1,4.628227778660331,3.018667869155226,2,1,True
153401,0,3.0,0,0.8724429812509813,0.8724429812509813,2,0,True
154102,1,5.0,1,3.8215321791352856,2.888736037992091,3,1,True
154402,0,19.0,0,1.2772937066077168,1.1196810245551307,10,1,False
154403,0,21.0,0,1.0796978237419554,1.0231777548256322,11,0,True
154602,0,1.0,0,0.9741922721556385,0.9741922721556385,1,0,True
154603,0,21.0,0,1.1432652788340276,1.011721092790087,11,0,True
154901,0,21.0,0,0.912224931625976,0.7875797819424516,11,0,True
154903,1,5.0,1,1.4287562319769593,1.3092426324562358,3,1,True
155301,0,19.0,0,0.9008353972687915,0.7417572344804465,10,0,True
157101,0,21.0,0,1.0231437557057022,0.848132479388066,11,0,True
157901,1,11.0,1,1.1963076257217962,1.1627614185980448,6,1,True
158402,1,3.0,1,4.668661833295903,3.0450401626950647,2,1,True
159201,0,19.0,0,0.9246524442264408,0.8134974023889866,10,0,True
159202,0,21.0,0,1.3002476392401858,1.054459444925538,11,1,False
159302,1,5.0,1,2.1195691984800393,1.7856880819536103,3,1,True
159601,0,13.0,0,0.8686308730129422,0.8506355531623877,7,0,True
159603,0,15.0,0,0.7447991440560129,0.6778477671239578,8,0,True
159605,0,21.0,0,2.4986262233548935,1.945037129221384,11,1,False
159607,1,5.0,1,2.209756365633699,1.8616686867137358,3,1,True
159802,1,13.0,1,1.0636730978712357,1.012018934336681,7,0,False
160001,1,19.0,1,1.2884526568557528,0.936093623454347,10,1,True
160004,0,19.0,0,0.7997608171749092,0.6863570001062866,10,0,True
160501,0,21.0,0,0.8658362797785558,0.757147734688719,11,0,True
160801,0,17.0,0,0.7949386622838771,0.6906844365770319,9,0,True
160902,0,15.0,0,1.0961661552280644,0.8934665246610283,8,0,True
161001,0,19.0,0,0.9008353972687915,0.7800398114674526,10,0,True
161601,0,21.0,0,0.728713288793356,0.6489284084950344,11,0,True
161701,0,13.0,0,0.65550522195142,0.6000883495597729,7,0,True
162301,0,21.0,0,1.0427770247368242,0.8457820852257918,11,0,True
162502,0,21.0,0,1.1548265746481647,0.9731116690630494,11,0,True
162902,1,7.0,1,2.2879954989196105,2.0176863864589736,4,1,True
164802,0,21.0,0,2.073065512557859,1.400167204205677,11,1,False
165003,0,21.0,0,2.0467197780977284,1.2771095336164255,11,1,False
165005,1,15.0,1,1.2277589769946877,0.9985055396559521,8,1,True
165701,1,9.0,1,1.133363758356008,1.083750840614053,5,0,False
166101,1,3.0,1,1.8590872680261865,1.3600975785298184,2,1,True
166202,1,17.0,1,1.0583024446369127,0.9381722408840917,9,0,False
166601,1,5.0,1,1.217301780259684,1.0851526901102189,3,1,True
167403,0,21.0,0,3.3998167415496123,1.6878530332875314,11,1,False
167502,1,9.0,1,2.4880603171144373,1.2182803812379206,5,1,True
167503,1,13.0,1,3.643420918792653,1.358909717639864,7,1,True
167504,1,17.0,1,1.1837484098885935,0.9739536707821325,9,0,False
169004,0,19.0,0,0.8611078890334504,0.8361326350808239,10,0,True
170401,0,11.0,0,0.8172710372326707,0.7635322953277487,6,0,True
170403,1,5.0,1,1.337451708774444,1.337451708774444,3,1,True
170501,0,11.0,0,0.9741922721556385,0.9741922721556385,6,0,True
172601,0,15.0,0,0.9573908976379011,0.8906426421134991,8,0,True
172902,0,19.0,0,0.9741922721556385,0.8588898125682606,10,0,True
173001,0,17.0,0,1.3341380801710152,1.2844648611685727,9,1,False
173301,1,3.0,1,2.4994006160246385,1.7367964440901384,2,1,True
173701,1,19.0,1,4.53548494221625,1.5072784802329224,10,1,True
174702,0,5.0,0,0.9490991863842373,0.9490991863842373,3,0,True
175401,0,21.0,0,1.3053352297856093,0.9969322329262472,11,1,False
176002,0,19.0,0,0.8244590752960176,0.6851870370825582,10,0,True
176003,1,15.0,1,1.3522416438641167,1.0550037532625471,8,1,True
176901,0,21.0,0,0.8685802692943893,0.7294502922031095,11,0,True
177001,0,5.0,0,0.9166442721240777,0.9166442721240777,3,0,True
177801,0,21.0,0,0.8611078890334504,0.7226879205463572,11,0,True
178503,1,7.0,1,2.123513330293236,1.9510941412920588,4,1,True
178601,0,21.0,0,0.8838745865798529,0.7383615307132106,11,0,True
178604,0,21.0,0,1.424620177072029,1.2463934795840894,11,1,False
179401,1,5.0,1,1.1700755247580488,1.1700755247580488,3,0,False
179502,0,21.0,0,0.7567147911298305,0.6827185205677678,11,0,True
179701,1,9.0,1,0.728713288793356,0.7230056021724017,5,0,False
180301,1,11.0,1,1.2150408108514439,1.170717206773576,6,1,True
180402,1,9.0,1,0.9573908976379011,0.9573908976379011,5,0,False
180801,0,21.0,0,0.9008353972687915,0.7487750823746958,11,0,True
181401,0,9.0,0,0.9657550486075613,0.9564182481507768,5,0,True
181501,0,17.0,0,0.9327305789330237,0.8178961091170633,9,0,True
181602,1,7.0,1,0.9573908976379011,0.9573908976379011,4,0,False
181801,0,21.0,0,0.681612470429936,0.6711379332598473,11,0,True
182602,0,19.0,0,1.7342342025337252,1.1694633207726992,10,1,False
182901,0,19.0,0,0.8573964224839586,0.7484708240641236,10,0,True
182902,1,15.0,1,0.9741922721556385,0.878106889166157,8,0,False
183303,0,21.0,0,3.854918617381737,3.168879814551717,11,1,False
183801,0,17.0,0,0.747979626095903,0.6498839610302668,9,0,True
184402,0,21.0,0,0.9087054566981844,0.7391522123497206,11,0,True
184403,0,19.0,0,1.2604018422014007,1.0774531626223691,10,1,False
184701,0,19.0,0,0.8930334983582616,0.8349731928670205,10,0,True
184902,0,21.0,0,0.9657550486075613,0.9657550486075613,11,0,True
185303,1,11.0,1,1.3499253298803973,1.2291161429458526,6,1,True
185601,0,13.0,0,0.8852991696462327,0.8852991696462327,7,0,True
185801,0,21.0,0,0.9845982695162432,0.8478923705907881,11,0,True
185802,1,3.0,1,5.310463940369392,3.1950808820556738,2,1,True
186801,0,19.0,0,1.4208480884764072,0.9768237515393967,10,1,False
187001,1,7.0,1,1.192458818016527,1.192458818016527,4,1,True
187602,0,21.0,0,0.7778616000742735,0.6735803829472707,11,0,True
187603,0,21.0,0,0.9297297616165149,0.7708138564989588,11,0,True
188501,1,11.0,1,1.3037639681729931,1.187085910903344,6,1,True
188502,1,13.0,1,3.4281948354593093,1.2786354856337065,7,1,True
189602,0,9.0,0,1.1654933288738096,0.9460984752892505,5,0,True
190002,0,21.0,0,0.8173186516616551,0.7701174244365544,11,0,True
190003,1,5.0,1,0.9573908976379011,0.9573908976379011,3,0,False
191202,0,21.0,0,1.2325903730683823,1.0276477914089093,11,1,False
191501,1,19.0,1,1.8039418239902074,1.0627519866701476,10,1,True
192601,0,21.0,0,2.127363419865021,1.7400000544856171,11,1,False
192602,1,7.0,1,2.101212166029326,1.8529700711654695,4,1,True
192701,0,19.0,0,0.7915373634156946,0.711379100482662,10,0,True
192703,1,9.0,1,1.4436767266708395,1.3804798808583438,5,1,True
192801,0,21.0,0,0.6707680089656056,0.5607359942225938,11,0,True
192802,1,7.0,1,1.4588211228422334,1.263043143067608,4,1,True
192803,0,17.0,0,1.5356436398263307,1.2843336395493576,9,1,False
193602,1,13.0,1,1.3382339809475934,1.2349958989510135,7,1,True
193701,1,7.0,1,1.3234057737539624,1.250990781977929,4,1,True
193801,1,5.0,1,1.6130033020934207,1.4383790337574087,3,1,True
195302,1,17.0,1,3.1410127986780023,1.2443159861933177,9,1,True
195401,0,19.0,0,1.360922818760917,1.1609435489260338,10,1,False
196201,0,19.0,0,0.8462075202799433,0.8462075202799433,10,0,True
196202,1,7.0,1,0.8462075202799433,0.8462075202799433,4,0,False
197401,0,3.0,0,0.9246524442264408,0.9246524442264408,2,0,True
198601,0,15.0,0,1.4142819732438658,1.1939352879678307,8,1,False
199402,0,21.0,0,1.5545092556451567,0.9785820442197809,11,1,False
199701,0,19.0,0,3.65064071926278,3.345848311284881,10,1,False
199703,1,9.0,1,1.2256558948274183,1.172002895389515,5,1,True
200201,0,19.0,0,1.1741410736416387,0.9249273896080534,10,0,True
200202,0,19.0,0,0.7778616000742735,0.6340489873097759,10,0,True
200206,1,7.0,1,1.4463631458307882,1.4463631458307882,4,1,True
200208,1,11.0,1,0.9641261195245686,0.9219323046873839,6,0,False
200301,0,19.0,0,1.2940736944035502,1.252848711493218,10,1,False
200801,0,7.0,0,1.051887143168189,1.051887143168189,4,0,True
200802,1,3.0,1,1.8917126267258877,1.3839661037622257,2,1,True
200901,1,11.0,1,0.8852991696462327,0.8852991696462326,6,0,False
200902,1,15.0,1,0.9166442721240777,0.9166442721240777,8,0,False
201202,0,19.0,0,0.9327305789330237,0.8740675201788504,10,0,True
201203,0,19.0,0,1.8166356777069583,1.2145950585428298,10,1,False
203501,1,9.0,1,1.0247928055720306,1.014885235377114,5,0,False
204601,1,15.0,1,1.0337458066498286,1.032857561186945,8,0,False
204901,1,11.0,1,1.2363637164355863,1.191262271797582,6,1,True
205402,0,19.0,0,1.3957141135463351,1.3304014699844644,10,1,False
205701,1,3.0,1,5.7851244288150925,3.6669916392909974,2,1,True
205801,1,3.0,1,10.15651604277715,5.622823269931268,2,1,True
206603,1,3.0,1,6.081729051928481,3.7640460988796347,2,1,True
206604,1,5.0,1,3.316981002782538,1.9838424629852887,3,1,True
207001,0,19.0,0,1.1859467194007576,1.1859467194007576,10,1,False
207002,1,7.0,1,2.6028299216292754,2.295325537842759,4,1,True
207201,1,5.0,1,1.0390822771377606,0.9521643968447098,3,0,False
207403,0,17.0,0,1.1531992851194917,0.9453721531401911,9,0,True
207601,0,21.0,0,0.7513060081784191,0.6606564255625546,11,0,True
208802,0,7.0,0,1.645386660632803,1.645386660632803,4,1,False
209402,0,19.0,0,1.6010521439072742,1.2697821316396853,10,1,False
209801,0,19.0,0,0.8388787390724434,0.7053411448878845,10,0,True
209803,1,7.0,1,1.2150408108514439,1.1485554047346422,4,1,True
209804,1,9.0,1,1.2045176613313737,1.1401448586690972,5,1,True
209903,1,19.0,1,4.815147884497041,1.4992119584603452,10,1,True
210204,0,21.0,0,0.8536500596434556,0.8263039715718272,11,0,True
210205,1,5.0,1,2.015527989006031,1.797326265590993,3,1,True
210401,0,19.0,0,0.7997608171749092,0.7043188382134367,10,0,True
211201,0,19.0,0,0.8536003286602463,0.7478731632506549,10,0,True
211203,1,7.0,1,1.1654933288738096,1.1654933288738096,4,0,False
212101,0,21.0,0,0.657142563691589,0.65342837082126,11,0,True
212102,0,19.0,0,0.7224020942830572,0.6910221973327134,10,0,True
212302,1,11.0,1,1.3037639681729931,1.187085910903344,6,1,True
212802,1,5.0,1,0.9246524442264408,0.9246524442264409,3,0,False
213002,1,5.0,1,1.3491362234637099,1.34913622346371,3,1,True
215301,0,15.0,0,1.2921252788777138,1.0763422678273613,8,1,False
215401,0,21.0,0,1.0482818487048922,0.9939044275397307,11,0,True
215601,1,13.0,1,1.1532533029672538,1.1171936021531879,7,0,False
217402,1,7.0,1,1.697382346869324,1.6045038578019355,4,1,True
217403,1,15.0,1,1.261341724498439,0.9840846564153202,8,1,True
217901,0,19.0,0,0.7447991440560129,0.7413753454658607,10,0,True
218601,0,21.0,0,2.249644346222324,1.8299522603487488,11,1,False
219002,0,19.0,0,1.46373715227492,1.0041680761622622,10,1,False
219301,0,19.0,0,0.9327305789330237,0.8086127185216119,10,0,True
220001,0,21.0,0,1.165324722282054,0.9880437245955896,11,0,True
220401,1,7.0,1,1.4091079596501208,1.4091079596501208,4,1,True
220402,1,9.0,1,3.576383930828201,1.6640341616862464,5,1,True
220601,0,21.0,0,0.8067478485233103,0.6178657248691284,11,0,True
220603,0,11.0,0,0.8610577235804205,0.7630174266305173,6,0,True
221002,1,5.0,1,1.8668910391104911,1.4535484860951964,3,1,True
221401,0,21.0,0,0.8362285816299536,0.7316322308142532,11,0,True
221503,0,21.0,0,2.251651586667331,1.1596631057405253,11,1,False
222401,0,21.0,0,2.26129390178959,1.3900796965048448,11,1,False
222501,1,9.0,1,17.203622729548943,4.080908109100849,5,1,True
223701,1,5.0,1,1.4214184920942272,1.421418492094227,3,1,True
223702,1,3.0,1,4.750592773052486,3.098477959441637,2,1,True
223703,1,11.0,1,0.8930334983582616,0.8679915391997222,6,0,False
224001,0,7.0,0,0.6640556075064509,0.6640556075064509,4,0,True
224601,1,9.0,1,1.4436767266708395,1.3804798808583438,5,1,True
224702,1,19.0,1,2.5271018964465046,1.1582013531556565,10,1,True
224901,0,21.0,0,0.8462075202799433,0.7519445266978738,11,0,True
224902,1,13.0,1,1.1453926870641555,1.1448302996482937,7,0,False
225003,0,3.0,0,1.2240573609922663,1.2240573609922663,2,1,False
225201,1,13.0,1,3.643420918792653,1.358909717639864,7,1,True
226205,0,21.0,0,0.6757092037437312,0.6323323410415109,11,0,True
226705,0,19.0,0,0.6875673104221952,0.6133291786442211,10,0,True
226708,1,17.0,1,3.312244816026146,1.273740428592418,9,1,True
227002,0,21.0,0,1.1453926870641555,1.067176553394103,11,0,True
227402,0,19.0,0,1.851926039117515,1.2613031817788456,10,1,False
227501,0,19.0,0,0.9490991863842373,0.7934977843953026,10,0,True
228102,0,17.0,0,0.6846437074178898,0.6096137401780977,9,0,True
228501,0,19.0,0,1.4118253092197794,1.3047211970012662,10,1,False
228801,0,21.0,0,1.6922056549078506,1.0574649680880723,11,1,False
228802,0,21.0,0,1.738870501018136,1.046636485708909,11,1,False
229001,1,9.0,1,1.3848058262390026,1.3848058262390026,5,1,True
231502,1,7.0,1,1.4262590048762223,1.0440479553121138,4,1,True
233301,1,5.0,1,5.912221917561425,2.7545243366335916,3,1,True
233901,0,21.0,0,1.85568705120892,1.1808890089660395,11,1,False
234003,1,9.0,1,0.9573908976379011,0.9481349607590049,5,0,False
234702,0,19.0,0,0.699633516521562,0.6142452564077341,10,0,True
235503,1,5.0,1,2.1307584125200356,1.7951147362812812,3,1,True
235903,1,5.0,1,2.307984345500545,1.9444234904202577,3,1,True
237404,1,9.0,1,2.598659450366365,1.2724353200454368,5,1,True
239501,0,19.0,0,0.8173186516616551,0.7863911133108907,10,0,True
239505,1,11.0,1,1.3499253298803973,1.2291161429458526,6,1,True
239601,1,7.0,1,0.9490991863842373,0.9490991863842373,4,0,False
239603,1,3.0,1,1.8269181447475307,1.3365628325137369,2,1,True
239604,1,3.0,1,5.1632799265447025,3.1956082717580854,2,1,True
239802,1,9.0,1,0.9543107421790908,0.9092547704383834,5,0,False
239902,1,7.0,1,1.3813748745523617,1.269213800647527,4,1,True
240001,1,7.0,1,2.7061519914175096,1.9564555202472866,4,1,True
240201,0,21.0,0,0.9327305789330237,0.7386762836431401,11,0,True
240401,0,19.0,0,0.9246524442264408,0.8553499001222473,10,0,True
240403,0,21.0,0,1.0672925180406525,0.905395489259148,11,0,True
240404,0,21.0,0,2.11398323117267,1.158318463443104,11,1,False
240701,0,19.0,0,0.8173186516616551,0.7069005609060847,10,0,True
240803,1,5.0,1,0.9246524442264408,0.9246524442264409,3,0,False
240804,0,21.0,0,1.165324722282054,1.0055570453741167,11,0,True
241001,1,5.0,1,1.79947659653864,1.5160174598205056,3,1,True
241002,1,7.0,1,1.3466303898419525,1.2729445781735116,4,1,True
241602,1,7.0,1,2.5861655852678473,1.806604967692935,4,1,True
242001,0,19.0,0,0.9573908976379011,0.7941191015988517,10,0,True
242002,1,11.0,1,1.249485832695874,1.249485832695874,6,1,True
242601,1,7.0,1,1.3466303898419525,1.2729445781735116,4,1,True
243301,1,9.0,1,1.2471650858691077,1.1925705231264139,5,1,True
243402,0,7.0,0,0.8280773294135123,0.8280773294135123,4,0,True
244703,0,19.0,0,0.6498280632912531,0.6437941042768489,10,0,True
245001,0,21.0,0,0.7880539071976379,0.665607471045978,11,0,True
245401,1,7.0,1,0.9327305789330237,0.9327305789330237,4,0,False
245801,0,19.0,0,0.9327305789330237,0.8649968191892246,10,0,True
245902,0,21.0,0,1.8752197494282028,1.4105597238244891,11,1,False
245903,1,3.0,1,20.724402137400034,11.003634099612421,2,1,True
247101,0,5.0,0,1.085271510750134,0.9944899611728696,3,0,True
247801,0,19.0,0,1.0650296168749767,0.9240223419463106,10,0,True
248001,1,21.0,1,0.7997608171749092,0.6570074912258563,11,0,False
248002,0,19.0,0,0.8930334983582616,0.7458805802063182,10,0,True
248401,0,9.0,0,0.9408792874652048,0.9408792874652047,5,0,True
248402,1,13.0,1,0.9327305789330237,0.9327305789330237,7,0,False
248403,1,13.0,1,41.24908837846927,6.706240499539241,7,1,True
248803,0,13.0,0,0.9657550486075613,0.9457476190573086,7,0,True
249205,1,15.0,1,1.272361311831122,0.9926820147707127,8,1,True
249902,0,21.0,0,0.9573908976379011,0.9296264538998765,11,0,True
251501,0,7.0,0,1.5443537654567994,1.4189595802768056,4,1,False
252301,0,19.0,0,0.8573964224839586,0.6988792522308217,10,0,True
252302,0,19.0,0,0.9408792874652048,0.8295196522881504,10,0,True
253803,1,11.0,1,1.3037639681729931,1.187085910903344,6,1,True
254902,1,7.0,1,1.3258683905997695,1.1082191619832826,4,1,True
255802,0,21.0,0,1.7344267445179948,1.0393090192317542,11,1,False
255803,1,17.0,1,3.1989809727366776,1.2301842471176931,9,1,True
255901,1,7.0,1,0.8762195807985638,0.8762195807985638,4,0,False
255902,1,5.0,1,1.1438574284476886,1.1438574284476886,3,0,False
256001,0,21.0,0,1.4767574535369832,1.2391825904311573,11,1,False
256403,1,5.0,1,1.9636123475578833,1.7510310285718453,3,1,True
257002,1,5.0,1,2.2879954989196105,1.9275833489720948,3,1,True
257701,0,19.0,0,0.842609363690682,0.8326108175460274,10,0,True
258001,1,17.0,1,0.9490991863842373,0.9228936663796752,9,0,False
258801,1,7.0,1,1.7872112994737106,1.6420982368745487,4,1,True
259903,1,5.0,1,1.2134561214982302,1.2134561214982302,3,1,True
260501,0,15.0,0,1.0986455780473612,1.0718021129226294,8,0,True
260701,1,7.0,1,1.5448980617915153,1.4603633086129024,4,1,True
261502,1,7.0,1,2.0508987457970362,1.8843755159075277,4,1,True
261504,0,17.0,0,1.265454439585559,1.0204796002029977,9,1,False
262301,0,19.0,0,0.7711247449411801,0.7241236605911581,10,0,True
262602,1,15.0,1,1.0580489777013584,0.8987067951814668,8,0,False
263501,0,19.0,0,0.8244590752960176,0.8206690846090462,10,0,True
263801,0,21.0,0,1.531518105207089,1.4539327459921372,11,1,False
264001,0,19.0,0,0.9408792874652048,0.8295196522881504,10,0,True
264002,0,21.0,0,0.9657550486075613,0.8455041785823099,11,0,True
265101,0,19.0,0,0.7383056202930527,0.6509219934874262,10,0,True
265202,1,11.0,1,1.8004673080688198,1.2783422921289331,6,1,True
265401,0,19.0,0,1.5545137418920543,1.3048752386338804,10,1,False
265403,1,9.0,1,1.194085650047018,1.1217242960092533,5,1,True
265501,1,5.0,1,2.7247238066736927,1.6296212679697912,3,1,True
265502,1,7.0,1,1.9405351545656788,1.352264399614883,4,1,True
265506,0,17.0,0,1.5826818862929475,1.23929425879557,9,1,False
265901,0,21.0,0,0.9382815278679407,0.8100928994707435,11,0,True
266202,0,13.0,0,0.9490991863842373,0.9289933334342344,7,0,True
266301,0,15.0,0,0.6965359126579544,0.6278360041834441,8,0,True
266303,0,15.0,0,1.8589789634151033,1.4679235498394607,8,1,False
266401,0,9.0,0,0.9490991863842373,0.911655013842427,5,0,True
266901,0,21.0,0,1.26739661255216,1.0697675277984793,11,1,False
267202,0,19.0,0,1.0169261435103227,0.8460809187165583,10,0,True
267501,0,19.0,0,1.3752836309190268,1.0825019315172064,10,1,False
267504,1,13.0,1,0.9087054566981844,0.9087054566981844,7,0,False
267902,0,19.0,0,0.8026474487117425,0.6385719459780417,10,0,True
267905,1,5.0,1,3.132551330300334,1.9754531404308135,3,1,True
268103,1,13.0,1,1.2924724106767884,1.1933288056112752,7,1,True
268104,1,15.0,1,1.3289202534708535,1.0368086662321803,8,1,True
268302,1,3.0,1,1.9523894540836133,1.4283569225158466,2,1,True
268305,1,13.0,1,3.488356662245456,1.3010744222465402,7,1,True
269101,1,5.0,1,1.2363637164355863,1.146160827159578,3,1,True
269201,1,5.0,1,0.9741922721556385,0.9741922721556385,3,0,False
269902,1,15.0,1,1.2504175749190527,0.975561757523876,8,1,True
270002,1,11.0,1,1.0273002722619706,0.96968628239746,6,0,False
270401,0,7.0,0,0.9408792874652048,0.9408792874652048,4,0,True
270901,1,13.0,1,0.8852991696462327,0.8848644880580708,7,0,False
271201,1,5.0,1,0.9490991863842373,0.9490991863842373,3,0,False
272302,1,11.0,1,1.2471650858691077,1.2016696169168628,6,1,True
272701,0,21.0,0,1.979291199190105,1.1496425329813944,11,1,False
273701,1,11.0,1,0.849970737131506,0.849970737131506,6,0,False
273901,1,9.0,1,4.649880202656984,3.1597890992847666,5,1,True
274001,1,7.0,1,1.2363637164355863,1.16871154947858,4,1,True
274002,0,21.0,0,2.096117560062426,1.1517413661970677,11,1,False
274601,0,19.0,0,0.9573908976379011,0.8340811671038185,10,0,True
274802,1,3.0,1,1.8270245814867527,1.336640701021457,2,1,True
275201,0,13.0,0,0.7644907727839482,0.69986018529017,7,0,True
276903,1,3.0,1,1.7303838736727384,1.5410152968288413,2,1,True
277003,1,9.0,1,0.9008353972687915,0.9008353972687914,5,0,False
277502,1,7.0,1,1.4427796816507155,1.3256328292769461,4,1,True
277801,0,21.0,0,0.6302501951714047,0.5517746703349377,11,0,True
277803,0,21.0,0,2.6422866192976495,1.7007847561282055,11,1,False
278101,0,19.0,0,0.7928342986709527,0.69211081981585,10,0,True
278103,0,9.0,0,1.5973253223448916,1.4541386088365353,5,1,False
278401,0,19.0,0,0.940259276142884,0.846838473246202,10,0,True
278501,0,9.0,0,0.7415015708955532,0.712247607601778,5,0,True
279501,0,21.0,0,0.9166442721240777,0.75421940025619,11,0,True
280803,0,21.0,0,1.8364029185977173,1.1447470186171846,11,1,False
280901,0,19.0,0,0.9327305789330237,0.800379423795248,10,0,True
281001,0,19.0,0,1.9819018792000207,1.136268056864362,10,1,False
281703,1,9.0,1,1.8753290002318184,1.6000032796941714,5,1,True
282301,0,19.0,0,1.5836752116099277,1.5205801770811356,10,1,False
282801,1,13.0,1,1.376450424666479,1.1545279974526126,7,1,True
282803,0,21.0,0,1.1347593068495005,0.788665356373538,11,0,True
285001,1,15.0,1,1.1755054665630915,0.9560090720185221,8,0,False
285002,1,15.0,1,1.0860225700599713,0.9224675643595999,8,0,False
285502,1,5.0,1,1.6556492455202412,1.476408113313745,3,1,True
287701,1,9.0,1,1.4663365844150293,1.4021478049448546,5,1,True
287702,1,13.0,1,3.1672306695070684,1.224606150445688,7,1,True
287803,0,19.0,0,1.3111525054589481,1.0469322637173861,10,1,False
287806,1,7.0,1,1.3969040454960535,1.3969040454960535,4,1,True
288001,0,11.0,0,0.83892761237191,0.83892761237191,6,0,True
288301,1,5.0,1,2.55568543009397,1.718115273049941,3,1,True
288601,0,19.0,0,0.7711247449411801,0.6784256948050598,10,0,True
289201,0,21.0,0,1.2107479512665584,1.066415395982643,11,1,False
289203,0,21.0,0,5.399982381268897,2.0515195132364923,11,1,False
289403,1,19.0,1,5.117448503216771,1.5933342395420447,10,1,True
290002,1,9.0,1,2.358852406707156,1.8360663012915694,5,1,True
290202,1,13.0,1,0.9750597852717952,0.9277619808309522,7,0,False
290803,1,13.0,1,3.458144920871586,1.289806158201611,7,1,True
290901,0,9.0,0,1.707969238593903,1.5079603964154777,5,1,False
291002,0,21.0,0,4.320966596239802,1.6531984068228447,11,1,False
291102,1,5.0,1,1.108243786573899,1.108243786573899,3,0,False
291104,1,9.0,1,0.9490991863842373,0.9490991863842373,5,0,False
293403,0,21.0,0,1.052150256716724,1.010056800776732,11,0,True
294301,0,21.0,0,1.7329736144036367,1.1241787036343587,11,1,False
294303,0,21.0,0,2.1013364506788013,1.1422963257794139,11,1,False
295901,1,13.0,1,0.9490991863842373,0.9490991863842373,7,0,False
296402,1,19.0,1,4.815147884497041,1.4992119584603452,10,1,True
297001,0,19.0,0,0.7744176440017834,0.7608706741017972,10,0,True
297003,0,21.0,0,2.4703553968115837,1.269927435458615,11,1,False
299001,0,21.0,0,2.1315154729132586,1.1321882284653821,11,1,False
299302,0,1.0,0,1.0891304970853852,1.0891304970853852,1,0,True
300402,0,19.0,0,0.9408792874652048,0.8117184602996236,10,0,True
300404,1,7.0,1,1.4920695114614433,1.410425465814535,4,1,True
302102,0,19.0,0,0.8316134305152096,0.7331861726679194,10,0,True
302501,0,21.0,0,0.9043243909480797,0.8539490566357363,11,0,True
302701,0,11.0,0,0.6996742773571599,0.6996742773571599,6,0,True
302703,1,9.0,1,1.217301780259684,1.217301780259684,5,1,True
303501,0,19.0,0,0.842609363690682,0.7584087329761122,10,0,True
303504,1,11.0,1,1.2812786463960757,1.1666128733481558,6,1,True
304101,0,9.0,0,0.7997608171749092,0.7560948942007811,5,0,True
304104,1,5.0,1,1.1654933288738096,1.1654933288738096,3,0,False
304602,1,13.0,1,0.7973763998072768,0.7256410673585983,7,0,False
304702,0,21.0,0,0.8610577235804205,0.6810507204900703,11,0,True
306802,0,19.0,0,0.9327305789330237,0.9257803506298323,10,0,True
306902,1,5.0,1,1.7228907430685967,1.4514956476117924,3,1,True
307302,1,15.0,1,1.3522416438641167,1.0550037532625471,8,1,True
308001,1,7.0,1,0.9408792874652048,0.9408792874652048,4,0,False
309801,1,5.0,1,2.2922530413684306,2.044092972712367,3,1,True
309901,1,11.0,1,0.9490991863842373,0.7551987651832687,6,0,False
310101,0,21.0,0,1.9448568976989897,1.4712080132230454,11,1,False
310102,1,3.0,1,2.8828424521390144,2.109070997296512,2,1,True
310501,0,15.0,0,0.9435496512641578,0.7692850260293459,8,0,True
310502,1,5.0,1,0.8852991696462327,0.8852991696462326,3,0,False
310601,1,19.0,1,5.1253813547212115,1.629376602677467,10,1,True
310802,1,3.0,1,2.7362435485058145,2.0018200805289874,2,1,True
310803,1,9.0,1,30.71005527812881,7.1515470070850755,5,1,True
310901,1,15.0,1,1.3060010746588875,1.0189273801632024,8,1,True
311102,1,5.0,1,2.9331765646985484,2.2531288759184527,3,1,True
311501,0,21.0,0,1.2395880365316334,1.0314524866270596,11,1,False
311701,0,7.0,0,1.0796978237419554,1.0796978237419554,4,0,True
311702,0,21.0,0,1.5200646207633184,1.279017528642326,11,1,False
311802,0,21.0,0,2.0786734248910075,1.1523147069447635,11,1,False
312101,0,19.0,0,0.6875673104221952,0.666112660015244,10,0,True
312201,1,5.0,1,1.7531259716454057,1.4769681291724173,3,1,True
314501,1,11.0,1,1.0453284952783284,0.9867034301847101,6,0,False
314502,0,21.0,0,2.1626272260773054,1.263133284696891,11,1,False
315001,0,21.0,0,2.7208462480187974,1.4475071299840858,11,1,False
315103,1,7.0,1,5.771787474498783,4.558001673905107,4,1,True
315401,0,19.0,0,1.707969238593903,1.607471993052855,10,1,False
315402,0,21.0,0,1.7563882194277698,1.6930363501180097,11,1,False
315501,1,7.0,1,0.9490991863842373,0.9490991863842373,4,0,False
316301,0,19.0,0,1.108993645292123,0.9584922712070162,10,0,True
318203,0,21.0,0,4.592241935407713,1.7569881373227256,11,1,False
319002,0,19.0,0,1.8470526783943175,1.7575090273404013,10,1,False
319003,1,13.0,1,1.2363637164355863,1.1971656284538381,7,1,True
319004,1,13.0,1,0.9657550486075613,0.9657550486075613,7,0,False
