C0000100,y_true,duration,event,max_partial_hazard,mean_partial_hazard,n_intervals,prediction_matched_base_rate,correct_matched_base_rate
49202,1,9.0,1,0.9408792874652048,0.9408792874652047,5,0,False
49502,0,19.0,0,1.3848058262390026,1.0008986540415785,10,1,False
49901,0,19.0,0,0.6583043962014293,0.5779602364527708,10,0,True
50101,1,17.0,1,1.2458812015562406,1.0259917243115397,9,1,True
50301,0,19.0,0,1.4708128528841002,0.9925837080238141,10,1,False
51402,1,7.0,1,1.3702625776688087,1.2952836443281863,4,1,True
51403,1,9.0,1,1.4324478739360225,1.2786145981429142,5,1,True
52902,0,5.0,0,0.9246524442264408,0.9246524442264409,3,0,True
52903,0,13.0,0,0.9490991863842373,0.9490991863842373,7,0,True
54802,1,3.0,1,0.9627040678036858,0.9627040678036858,2,0,False
54803,1,9.0,1,1.2363637164355863,1.1822419828699813,5,1,True
55201,0,19.0,0,1.1318393237590922,0.9591993624390295,10,0,True
55801,1,7.0,1,1.1532533029672538,1.0901488265426382,4,0,False
55802,1,11.0,1,0.9741922721556385,0.9468745028482891,6,0,False
56701,1,9.0,1,1.0273002722619706,0.9581634844245579,5,0,False
56801,1,7.0,1,1.757480249850488,1.6613132840086684,4,1,True
57601,1,9.0,1,1.108243786573899,1.097529422607973,5,0,False
57604,0,21.0,0,2.152455709265833,1.1689627506971088,11,1,False
58802,0,19.0,0,1.7014666325707555,1.558545403376675,10,1,False
58901,1,5.0,1,1.961847947798666,1.610800450765172,3,1,True
59002,1,3.0,1,1.3053474218390535,1.0299308490122074,2,1,True
60401,0,7.0,0,0.7744627617806288,0.7744627617806288,4,0,True
60402,1,9.0,1,1.4214184920942272,1.4214184920942272,5,1,True
60404,1,13.0,1,0.9087054566981844,0.9083087817025314,7,0,False
60801,1,5.0,1,1.0986455780473612,1.0986455780473612,3,0,False
61802,0,19.0,0,0.9741922721556385,0.9068180902381929,10,0,True
61903,0,11.0,0,0.8067478485233103,0.8067478485233103,6,0,True
61905,0,3.0,0,0.9741922721556385,0.9741922721556385,2,0,True
61906,0,19.0,0,1.544674568451523,1.2562774112735657,10,1,False
62103,1,9.0,1,22.686650202159594,5.4778704773676585,5,1,True
62301,0,21.0,0,0.7087595098975916,0.6050601514231461,11,0,True
