csv_code,coefficient,survey_year,feature_group,question,abs_coefficient
C0942700,0.08440753728797033,1990,school/achievement,CHILD SELF-ADMINISTERED: DAMAGED SCHOOL PROPERTY ON PURPOSE,0.08440753728797033
Y0671600,-0.08354024265892535,1996,substance/risk behavior,YA SELF-REPORT: EVER CONVICTED OF POSSESSION OF MARIJUANA OR,0.08354024265892535
S0062300,-0.08273893974080135,1995,school/achievement,PRINCIPAL #2: SCHOOL PROBLEM - DEGREE OF ROBBERY OR THEFT,0.08273893974080135
C0733100,0.08185179192190405,1988,substance/risk behavior,CHILD SELF-ADMINISTERED: HAVE YOU EVER USED MARIJUANA,0.08185179192190405
Y0377500,-0.08089575776304353,1994,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF THEFT?,0.08089575776304353
Y0670500,-0.08084685731137045,1996,prior delinquency/contact,YASR: EVER BEEN CONVICTED OF CHARGES OTHER THAN MINOR TRAFFIC,0.08084685731137045
C1183100,0.07931302877539576,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.07931302877539576
Y0970800,0.07882244434552062,1998,prior delinquency/contact,YASR: EVER BEEN REFERRED TO COURT-RELATED COUNSELING BY,0.07882244434552062
C1592100,-0.0779848451230092,1996,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL,0.0779848451230092
C0996600,0.07794326730573885,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,0.07794326730573885
C1437200,-0.0772219650372256,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.0772219650372256
C1561600,-0.07692856038029267,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,0.07692856038029267
C1140300,-0.07632633520895424,1992,substance/risk behavior,CHILD SELF-ADMINISTERED: HAS CHILD USED MARIJUANA IN THE PAST 3,0.07632633520895424
C1637100,-0.07390757501673509,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.07390757501673509
C0795900,0.07321402135983439,1988,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX,0.07321402135983439
Y0378600,-0.07158124408702826,1994,prior delinquency/contact,YA SELF-REPORT: EVER BEEN CONVICTED OF ANYTHING IN ADULT COURT?,0.07158124408702826
C0783400,0.06997231463533582,1988,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.06997231463533582
Y0968000,0.06993358932930521,1998,prior delinquency/contact,YA SELF-REPORT: NUMBER OF TIMES BEEN CONVICTED OF SOMETHING,0.06993358932930521
Y0376500,0.06973540143830705,1994,prior delinquency/contact,YA SELF-REPORT: HAVE YOU EVER IN LAST YEAR HURT SOMEONE ENOUGH TO,0.06973540143830705
C1505700,0.06755258724370065,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS,0.06755258724370065
C1370100,-0.067238815764001,1994,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL,0.067238815764001
S0042900,-0.0664685362547226,1995,school/achievement,PRINCIPAL #1: SCHOOL PROBLEM - DEGREE OF ROBBERY OR THEFT,0.0664685362547226
C1436300,0.06624241293983557,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.06624241293983557
C0995900,0.06454116641257039,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX,0.06454116641257039
C0564500,0.06431754703876559,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.06431754703876559
Y0673600,0.06345939645042993,1996,prior delinquency/contact,YA SELF-REPORT: AGE WHEN FIRST REFERRED TO COURT-RELATED COUNSELING,0.06345939645042993
C1197416,0.05941377860249041,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS,0.05941377860249041
Y0969000,0.059037979141638,1998,substance/risk behavior,YA SELF-REPORT: EVER CONVICTED OF POSSESSION OF MARIJUANA OR,0.059037979141638
C1435500,0.05816694044746123,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.05816694044746123
Y0671100,0.0576953547502804,1996,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF ROBBERY?,0.0576953547502804
C1435400,-0.05701374990489345,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,0.05701374990489345
C0997104,0.05697891224576955,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS,0.05697891224576955
Y0672300,0.05677601975866009,1996,prior delinquency/contact,YA SELF-REPORT: EVER BEEN CONVICTED OF ANYTHING IN ADULT COURT?,0.05677601975866009
C1505800,0.0535950042296459,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS,0.0535950042296459
C1638800,-0.05331916152610586,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.05331916152610586
C0985000,-0.053270728196940766,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.053270728196940766
Y0376900,-0.053066303894002936,1994,prior delinquency/contact,YA SELF-REPORT: NUMBER OF TIMES BEEN CONVICTED OF SOMETHING,0.053066303894002936
Y0379100,-0.0530130250118445,1994,prior delinquency/contact,YASR: EVER BEEN SENTENCED TO A CORRECTIONS INSTITUTION/JAIL/REFORM,0.0530130250118445
C0733200,-0.052378942691169814,1988,substance/risk behavior,CHILD SELF-ADMINISTERED: R USED MARIJUANA IN THE PAST 3 MONTHS,0.052378942691169814
C1801400,0.05228074665683267,1998,other,WHAT I AM LIKE/SPPC: SOME KIDS UNHAPPY/SOME PLEASED WITH THEMSELVES,0.05228074665683267
C0945200,0.05225422470313993,1990,substance/risk behavior,CHILD SELF-ADMINISTERED: USED OTHER DRUGS IN THE PAST 3 MONTHS,0.05225422470313993
Y0969200,-0.05179456494466335,1998,substance/risk behavior,YA SELF-REPORT: EVER CONVICTED OF POSSESSION/USE OF ILLICIT DRUGS?,0.05179456494466335
Y0671800,-0.05150628253818474,1996,substance/risk behavior,YA SELF-REPORT: EVER CONVICTED OF POSSESSION/USE OF ILLICIT DRUGS?,0.05150628253818474
C0566600,-0.05077468969690624,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.05077468969690624
C1370500,-0.05073261298734123,1994,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST USED MARIJUANA,0.05073261298734123
C1140000,-0.050532189691718854,1992,substance/risk behavior,CHILD SELF-ADMINISTERED: HAS CHILD DRUNK ALCOHOL IN THE PAST 3,0.050532189691718854
C0565000,-0.05038775696702298,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.05038775696702298
C1588500,0.04959666784432899,1996,prior delinquency/contact,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO,0.04959666784432899
Y0669000,0.048584482412708054,1996,prior delinquency/contact,YA SELF-REPORT: HAVE YOU EVER IN PAST YEAR GOTTEN INTO FIGHT AT,0.048584482412708054
C1434800,-0.04833607555589942,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.04833607555589942
C1532700,-0.048105225209095076,1996,health,HEALTH: CHILD HEIGHT - FEET,0.048105225209095076
C1920500,-0.04797812207516542,1998,school/achievement,CHILD SELF-ADMIN: WHAT GRADE IN SCHOOL ARE YOU ATTENDING,0.04797812207516542
C0997105,-0.04791937851202193,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS,0.04791937851202193
S0043800,0.04648666669053775,1995,school/achievement,PRINCIPAL #1: SCHOOL PROBLEM - DEGREE OF POSSESSION OF WEAPONS,0.04648666669053775
C0942400,-0.046307378953309296,1990,prior delinquency/contact,CHILD SELF-ADMINISTERED: HURT SOMEONE BAD ENOUGH TO NEED A DOCTOR,0.046307378953309296
C1588800,-0.04544961836848897,1996,school/achievement,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR DAMAGED SCHOOL PROPERTY ON,0.04544961836848897
C1366200,0.045371329830600285,1994,prior delinquency/contact,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO,0.045371329830600285
C1927400,0.04464831568326836,1998,prior delinquency/contact,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO,0.04464831568326836
C1183300,-0.04435862790639844,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.04435862790639844
Y0969500,-0.0439465361799737,1998,substance/risk behavior,YASR: EVER CONVICTED OF DRINKING/PURCHASING ALCOHOL WHILE UNDER,0.0439465361799737
Y0375300,0.04323560635447042,1994,prior delinquency/contact,YA SELF-REPORT: HAVE YOU EVER IN PAST YEAR GOTTEN INTO FIGHT AT,0.04323560635447042
C0576200,-0.04313095889207267,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,0.04313095889207267
C1795900,-0.042812837046554204,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,0.042812837046554204
C1794500,0.042784105562793794,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE,0.042784105562793794
C1562700,-0.04233720079696954,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS,0.04233720079696954
C0994500,0.0418990322616007,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN,0.0418990322616007
C1503300,-0.041619902285272826,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,0.041619902285272826
C1196200,0.041182656908024,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX,0.041182656908024
C1504000,-0.04061344020545013,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX,0.04061344020545013
C1185100,-0.04005934664911179,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.04005934664911179
Y0969800,-0.04002343974618533,1998,prior delinquency/contact,YA SELF-REPORT: EVER BEEN ON PROBATION?,0.04002343974618533
C1798900,-0.039851982523764595,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -,0.039851982523764595
Y0671300,-0.03910997780942357,1996,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF FENCING/RECEIVING/SELLING STOLEN,0.03910997780942357
C1558800,-0.038911367384242335,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE,0.038911367384242335
C0577900,-0.03871011162668204,1986,school/achievement,KNOWLEDGE OF BODY PARTS: TOTAL RAW SCORE,0.03871011162668204
C1798200,-0.038664532243439145,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS,0.038664532243439145
S0063200,0.03838549365469091,1995,school/achievement,PRINCIPAL #2: SCHOOL PROBLEM - DEGREE OF POSSESSION OF WEAPONS,0.03838549365469091
