C0000100,C0000200,later_any_delinquency_contact_2000_2020,later_persistent_delinquency_contact_2000_2020,later_delinquency_contact_positive_item_count_2000_2020,later_delinquency_contact_positive_year_count_2000_2020,later_delinquency_contact_first_event_year_2000_2020,later_delinquency_contact_second_event_year_2000_2020,later_delinquency_contact_last_observed_year_2000_2020,later_any_justice_contact_2000_2020,later_persistent_justice_contact_2000_2020,later_justice_contact_positive_item_count_2000_2020,later_justice_contact_positive_year_count_2000_2020,later_justice_contact_first_event_year_2000_2020,later_justice_contact_second_event_year_2000_2020,later_justice_contact_last_observed_year_2000_2020
134101.0,1341.0,0.0,0.0,0.0,0.0,,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
134102.0,1341.0,,,,,,,,,,,,,,
134103.0,1341.0,1.0,1.0,5.0,3.0,2000.0,2002.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
134301.0,1343.0,0.0,0.0,0.0,0.0,,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
134302.0,1343.0,1.0,1.0,4.0,3.0,2010.0,2012.0,2014.0,1.0,1.0,3.0,2.0,2010.0,2014.0,2014.0
134701.0,1347.0,,,,,,,,,,,,,,
134801.0,1348.0,,,,,,,,,,,,,,
134802.0,1348.0,,,,,,,,,,,,,,
134803.0,1348.0,,,,,,,,,,,,,,
134804.0,1348.0,,,,,,,,,,,,,,
135201.0,1352.0,0.0,0.0,0.0,0.0,,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
135202.0,1352.0,0.0,0.0,0.0,0.0,,,2006.0,0.0,0.0,0.0,0.0,,,2006.0
135203.0,1352.0,1.0,0.0,2.0,1.0,2002.0,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
135601.0,1356.0,1.0,1.0,4.0,2.0,2006.0,2008.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
135602.0,1356.0,1.0,1.0,4.0,2.0,2008.0,2010.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
135901.0,1359.0,1.0,1.0,4.0,2.0,2002.0,2004.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
135902.0,1359.0,1.0,1.0,4.0,2.0,2008.0,2010.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
135903.0,1359.0,1.0,1.0,3.0,2.0,2012.0,2014.0,2020.0,1.0,0.0,1.0,1.0,2014.0,,2020.0
136001.0,1360.0,1.0,1.0,5.0,3.0,2002.0,2006.0,2014.0,1.0,1.0,2.0,2.0,2006.0,2008.0,2014.0
136101.0,1361.0,1.0,1.0,2.0,2.0,2002.0,2008.0,2010.0,0.0,0.0,0.0,0.0,,,2010.0
136102.0,1361.0,1.0,1.0,5.0,2.0,2010.0,2012.0,2018.0,1.0,0.0,1.0,1.0,2012.0,,2018.0
136201.0,1362.0,1.0,1.0,4.0,2.0,2008.0,2010.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
136202.0,1362.0,1.0,1.0,4.0,2.0,2010.0,2012.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
136601.0,1366.0,1.0,1.0,4.0,2.0,2012.0,2014.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
137001.0,1370.0,1.0,1.0,4.0,2.0,2006.0,2008.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
137401.0,1374.0,1.0,1.0,6.0,3.0,2008.0,2010.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
137402.0,1374.0,1.0,1.0,4.0,3.0,2010.0,2012.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
137501.0,1375.0,1.0,1.0,5.0,3.0,2000.0,2002.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
137502.0,1375.0,1.0,1.0,4.0,2.0,2008.0,2010.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
137601.0,1376.0,1.0,1.0,3.0,3.0,2002.0,2008.0,2020.0,1.0,1.0,3.0,3.0,2002.0,2008.0,2020.0
137602.0,1376.0,1.0,0.0,1.0,1.0,2006.0,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
137603.0,1376.0,1.0,0.0,2.0,1.0,2002.0,,2014.0,0.0,0.0,0.0,0.0,,,2014.0
137701.0,1377.0,0.0,0.0,0.0,0.0,,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
137702.0,1377.0,1.0,1.0,3.0,3.0,2000.0,2008.0,2018.0,1.0,0.0,1.0,1.0,2008.0,,2018.0
137801.0,1378.0,1.0,1.0,5.0,3.0,2000.0,2006.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
138101.0,1381.0,1.0,0.0,1.0,1.0,2004.0,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
138102.0,1381.0,1.0,1.0,5.0,4.0,2000.0,2002.0,2018.0,0.0,0.0,0.0,0.0,,,2018.0
138103.0,1381.0,1.0,1.0,4.0,2.0,2004.0,2006.0,2018.0,0.0,0.0,0.0,0.0,,,2018.0
138201.0,1382.0,,,,,,,,,,,,,,
138501.0,1385.0,1.0,1.0,5.0,3.0,2004.0,2006.0,2018.0,0.0,0.0,0.0,0.0,,,2018.0
138801.0,1388.0,0.0,0.0,0.0,0.0,,,2016.0,0.0,0.0,0.0,0.0,,,2016.0
138802.0,1388.0,0.0,0.0,0.0,0.0,,,2014.0,0.0,0.0,0.0,0.0,,,2014.0
138803.0,1388.0,0.0,0.0,0.0,0.0,,,2006.0,0.0,0.0,0.0,0.0,,,2006.0
138804.0,1388.0,1.0,0.0,2.0,1.0,2004.0,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
138901.0,1389.0,1.0,1.0,6.0,3.0,2002.0,2004.0,2018.0,0.0,0.0,0.0,0.0,,,2018.0
138902.0,1389.0,1.0,1.0,5.0,3.0,2000.0,2004.0,2018.0,0.0,0.0,0.0,0.0,,,2018.0
139101.0,1391.0,0.0,0.0,0.0,0.0,,,2014.0,0.0,0.0,0.0,0.0,,,2014.0
139102.0,1391.0,0.0,0.0,0.0,0.0,,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
139103.0,1391.0,0.0,0.0,0.0,0.0,,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
139401.0,1394.0,0.0,0.0,0.0,0.0,,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
139402.0,1394.0,0.0,0.0,0.0,0.0,,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
139801.0,1398.0,,,,,,,,,,,,,,
139802.0,1398.0,1.0,0.0,2.0,1.0,2002.0,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
139901.0,1399.0,1.0,1.0,4.0,2.0,2002.0,2004.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
139902.0,1399.0,1.0,1.0,5.0,3.0,2006.0,2008.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
140001.0,1400.0,0.0,0.0,0.0,0.0,,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
140002.0,1400.0,,,,,,,,,,,,,,
140003.0,1400.0,,,,,,,,,,,,,,
140004.0,1400.0,1.0,1.0,3.0,2.0,2010.0,2014.0,2014.0,0.0,0.0,0.0,0.0,,,2014.0
140101.0,1401.0,,,,,,,,,,,,,,
140102.0,1401.0,,,,,,,,,,,,,,
140103.0,1401.0,,,,,,,,,,,,,,
140104.0,1401.0,1.0,0.0,1.0,1.0,2002.0,,2002.0,1.0,0.0,1.0,1.0,2002.0,,2002.0
140105.0,1401.0,,,,,,,,,,,,,,
140106.0,1401.0,,,,,,,,,,,,,,
140107.0,1401.0,1.0,0.0,2.0,1.0,2002.0,,2004.0,0.0,0.0,0.0,0.0,,,2004.0
140201.0,1402.0,1.0,0.0,2.0,1.0,2008.0,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
140601.0,1406.0,1.0,1.0,2.0,2.0,2012.0,2020.0,2020.0,1.0,1.0,2.0,2.0,2012.0,2020.0,2020.0
140602.0,1406.0,,,,,,,,,,,,,,
140603.0,1406.0,,,,,,,,,,,,,,
140604.0,1406.0,1.0,0.0,2.0,1.0,2000.0,,2020.0,1.0,0.0,2.0,1.0,2000.0,,2020.0
140605.0,1406.0,,,,,,,,,,,,,,
140606.0,1406.0,1.0,0.0,2.0,1.0,2002.0,,2012.0,0.0,0.0,0.0,0.0,,,2012.0
140701.0,1407.0,,,,,,,,,,,,,,
140901.0,1409.0,0.0,0.0,0.0,0.0,,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
140902.0,1409.0,1.0,1.0,3.0,2.0,2000.0,2002.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
141001.0,1410.0,0.0,0.0,0.0,0.0,,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
141002.0,1410.0,1.0,0.0,2.0,1.0,2006.0,,2006.0,0.0,0.0,0.0,0.0,,,2006.0
141101.0,1411.0,1.0,1.0,4.0,3.0,2000.0,2008.0,2020.0,1.0,1.0,3.0,2.0,2008.0,2010.0,2020.0
141201.0,1412.0,1.0,1.0,11.0,5.0,2000.0,2002.0,2012.0,1.0,1.0,8.0,5.0,2000.0,2002.0,2012.0
141401.0,1414.0,1.0,1.0,2.0,2.0,2002.0,2014.0,2018.0,1.0,1.0,2.0,2.0,2002.0,2014.0,2018.0
141402.0,1414.0,1.0,0.0,2.0,1.0,2018.0,,2018.0,1.0,0.0,2.0,1.0,2018.0,,2018.0
141403.0,1414.0,1.0,1.0,3.0,2.0,2002.0,2004.0,2018.0,1.0,1.0,3.0,2.0,2002.0,2004.0,2018.0
141404.0,1414.0,0.0,0.0,0.0,0.0,,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
141405.0,1414.0,0.0,0.0,0.0,0.0,,,2014.0,0.0,0.0,0.0,0.0,,,2014.0
141501.0,1415.0,0.0,0.0,0.0,0.0,,,2010.0,0.0,0.0,0.0,0.0,,,2010.0
141502.0,1415.0,1.0,0.0,2.0,1.0,2020.0,,2020.0,1.0,0.0,2.0,1.0,2020.0,,2020.0
141503.0,1415.0,1.0,1.0,4.0,3.0,2004.0,2006.0,2018.0,1.0,1.0,4.0,3.0,2004.0,2006.0,2018.0
141504.0,1415.0,1.0,0.0,1.0,1.0,2012.0,,2016.0,1.0,0.0,1.0,1.0,2012.0,,2016.0
141505.0,1415.0,1.0,0.0,1.0,1.0,2006.0,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
141506.0,1415.0,1.0,1.0,3.0,3.0,2002.0,2004.0,2018.0,1.0,1.0,3.0,3.0,2002.0,2004.0,2018.0
141507.0,1415.0,,,,,,,,,,,,,,
141601.0,1416.0,1.0,1.0,3.0,2.0,2002.0,2006.0,2020.0,1.0,1.0,3.0,2.0,2002.0,2006.0,2020.0
141602.0,1416.0,1.0,1.0,3.0,2.0,2002.0,2006.0,2018.0,1.0,0.0,2.0,1.0,2006.0,,2018.0
141603.0,1416.0,0.0,0.0,0.0,0.0,,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
141901.0,1419.0,1.0,0.0,1.0,1.0,2006.0,,2010.0,1.0,0.0,1.0,1.0,2006.0,,2010.0
141902.0,1419.0,1.0,0.0,1.0,1.0,2000.0,,2020.0,1.0,0.0,1.0,1.0,2000.0,,2020.0
142101.0,1421.0,,,,,,,,,,,,,,
142102.0,1421.0,,,,,,,,,,,,,,
142301.0,1423.0,0.0,0.0,0.0,0.0,,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
142302.0,1423.0,0.0,0.0,0.0,0.0,,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
142303.0,1423.0,0.0,0.0,0.0,0.0,,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
142304.0,1423.0,0.0,0.0,0.0,0.0,,,2016.0,0.0,0.0,0.0,0.0,,,2016.0
142305.0,1423.0,1.0,1.0,4.0,2.0,2000.0,2002.0,2010.0,0.0,0.0,0.0,0.0,,,2010.0
142601.0,1426.0,0.0,0.0,0.0,0.0,,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
143501.0,1435.0,1.0,0.0,2.0,1.0,2002.0,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
143502.0,1435.0,1.0,1.0,4.0,2.0,2004.0,2006.0,2014.0,0.0,0.0,0.0,0.0,,,2014.0
143503.0,1435.0,1.0,1.0,6.0,4.0,2004.0,2006.0,2018.0,1.0,0.0,1.0,1.0,2018.0,,2018.0
143601.0,1436.0,0.0,0.0,0.0,0.0,,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
143602.0,1436.0,1.0,1.0,8.0,4.0,2002.0,2004.0,2020.0,1.0,1.0,4.0,3.0,2004.0,2012.0,2020.0
143603.0,1436.0,1.0,1.0,8.0,6.0,2000.0,2002.0,2020.0,1.0,1.0,3.0,3.0,2010.0,2012.0,2020.0
143701.0,1437.0,1.0,1.0,5.0,4.0,2010.0,2012.0,2020.0,1.0,1.0,5.0,4.0,2010.0,2012.0,2020.0
143702.0,1437.0,1.0,0.0,2.0,1.0,2002.0,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
143703.0,1437.0,1.0,1.0,4.0,2.0,2002.0,2004.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
143801.0,1438.0,0.0,0.0,0.0,0.0,,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
143802.0,1438.0,1.0,0.0,2.0,1.0,2002.0,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
143803.0,1438.0,1.0,1.0,5.0,3.0,2004.0,2006.0,2016.0,1.0,0.0,1.0,1.0,2008.0,,2016.0
143901.0,1439.0,1.0,1.0,9.0,3.0,2006.0,2008.0,2020.0,1.0,1.0,5.0,3.0,2006.0,2008.0,2020.0
144001.0,1440.0,0.0,0.0,0.0,0.0,,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
144002.0,1440.0,1.0,1.0,4.0,3.0,2000.0,2008.0,2020.0,1.0,1.0,3.0,3.0,2000.0,2008.0,2020.0
144003.0,1440.0,0.0,0.0,0.0,0.0,,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
144004.0,1440.0,1.0,1.0,4.0,2.0,2000.0,2002.0,2018.0,1.0,0.0,1.0,1.0,2002.0,,2018.0
144201.0,1442.0,1.0,1.0,5.0,3.0,2000.0,2002.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
144202.0,1442.0,1.0,1.0,6.0,3.0,2008.0,2010.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
144301.0,1443.0,1.0,1.0,3.0,3.0,2000.0,2008.0,2020.0,1.0,1.0,3.0,3.0,2000.0,2008.0,2020.0
144302.0,1443.0,1.0,0.0,2.0,1.0,2002.0,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
144303.0,1443.0,1.0,1.0,6.0,3.0,2016.0,2018.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
144601.0,1446.0,1.0,1.0,2.0,2.0,2000.0,2004.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
144602.0,1446.0,1.0,1.0,4.0,2.0,2004.0,2006.0,2018.0,0.0,0.0,0.0,0.0,,,2018.0
144603.0,1446.0,1.0,1.0,4.0,3.0,2006.0,2010.0,2020.0,1.0,0.0,1.0,1.0,2016.0,,2020.0
145101.0,1451.0,0.0,0.0,0.0,0.0,,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
145102.0,1451.0,0.0,0.0,0.0,0.0,,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
145103.0,1451.0,1.0,0.0,2.0,1.0,2008.0,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
145401.0,1454.0,1.0,1.0,2.0,2.0,2000.0,2002.0,2004.0,0.0,0.0,0.0,0.0,,,2004.0
145402.0,1454.0,1.0,1.0,2.0,2.0,2004.0,2010.0,2010.0,1.0,1.0,2.0,2.0,2004.0,2010.0,2010.0
145501.0,1455.0,0.0,0.0,0.0,0.0,,,2008.0,0.0,0.0,0.0,0.0,,,2008.0
145502.0,1455.0,0.0,0.0,0.0,0.0,,,2014.0,0.0,0.0,0.0,0.0,,,2014.0
145503.0,1455.0,1.0,0.0,1.0,1.0,2000.0,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
145504.0,1455.0,0.0,0.0,0.0,0.0,,,2016.0,0.0,0.0,0.0,0.0,,,2016.0
145901.0,1459.0,0.0,0.0,0.0,0.0,,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
146001.0,1460.0,1.0,0.0,1.0,1.0,2016.0,,2018.0,1.0,0.0,1.0,1.0,2016.0,,2018.0
146002.0,1460.0,,,,,,,,,,,,,,
146003.0,1460.0,,,,,,,,,,,,,,
146501.0,1465.0,1.0,1.0,10.0,5.0,2000.0,2002.0,2018.0,1.0,1.0,8.0,5.0,2000.0,2002.0,2018.0
146701.0,1467.0,,,,,,,,,,,,,,
146901.0,1469.0,,,,,,,,,,,,,,
146902.0,1469.0,1.0,1.0,3.0,2.0,2004.0,2010.0,2018.0,1.0,1.0,3.0,2.0,2004.0,2010.0,2018.0
146903.0,1469.0,0.0,0.0,0.0,0.0,,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
147001.0,1470.0,0.0,0.0,0.0,0.0,,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
147002.0,1470.0,1.0,1.0,6.0,4.0,2000.0,2002.0,2020.0,1.0,1.0,5.0,3.0,2000.0,2012.0,2020.0
147401.0,1474.0,0.0,0.0,0.0,0.0,,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
147402.0,1474.0,1.0,0.0,2.0,1.0,2002.0,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
147801.0,1478.0,,,,,,,,,,,,,,
147802.0,1478.0,,,,,,,,,,,,,,
148201.0,1482.0,1.0,1.0,2.0,2.0,2000.0,2002.0,2006.0,1.0,1.0,2.0,2.0,2000.0,2002.0,2006.0
148202.0,1482.0,0.0,0.0,0.0,0.0,,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
148203.0,1482.0,0.0,0.0,0.0,0.0,,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
148401.0,1484.0,1.0,0.0,1.0,1.0,2014.0,,2018.0,1.0,0.0,1.0,1.0,2014.0,,2018.0
148901.0,1489.0,1.0,0.0,2.0,1.0,2006.0,,2018.0,1.0,0.0,1.0,1.0,2006.0,,2018.0
148902.0,1489.0,1.0,1.0,5.0,2.0,2000.0,2002.0,2002.0,1.0,1.0,2.0,2.0,2000.0,2002.0,2002.0
148903.0,1489.0,1.0,0.0,2.0,1.0,2002.0,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
148904.0,1489.0,1.0,0.0,2.0,1.0,2006.0,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
149001.0,1490.0,0.0,0.0,0.0,0.0,,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
149101.0,1491.0,0.0,0.0,0.0,0.0,,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
149102.0,1491.0,0.0,0.0,0.0,0.0,,,2016.0,0.0,0.0,0.0,0.0,,,2016.0
149301.0,1493.0,0.0,0.0,0.0,0.0,,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
149302.0,1493.0,1.0,1.0,7.0,4.0,2000.0,2002.0,2020.0,1.0,0.0,1.0,1.0,2008.0,,2020.0
149401.0,1494.0,0.0,0.0,0.0,0.0,,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
149402.0,1494.0,1.0,0.0,2.0,1.0,2002.0,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
149403.0,1494.0,1.0,1.0,12.0,8.0,2000.0,2002.0,2014.0,1.0,1.0,7.0,5.0,2006.0,2008.0,2014.0
149501.0,1495.0,1.0,0.0,1.0,1.0,2000.0,,2014.0,0.0,0.0,0.0,0.0,,,2014.0
149502.0,1495.0,0.0,0.0,0.0,0.0,,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
149801.0,1498.0,1.0,1.0,5.0,3.0,2000.0,2004.0,2018.0,0.0,0.0,0.0,0.0,,,2018.0
149802.0,1498.0,1.0,1.0,3.0,2.0,2006.0,2008.0,2014.0,0.0,0.0,0.0,0.0,,,2014.0
149901.0,1499.0,0.0,0.0,0.0,0.0,,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
149902.0,1499.0,1.0,1.0,4.0,2.0,2002.0,2004.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
150201.0,1502.0,1.0,1.0,6.0,4.0,2002.0,2004.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
150202.0,1502.0,1.0,1.0,5.0,3.0,2006.0,2008.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
150203.0,1502.0,1.0,1.0,3.0,2.0,2008.0,2012.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
150204.0,1502.0,0.0,0.0,0.0,0.0,,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
150701.0,1507.0,0.0,0.0,0.0,0.0,,,2008.0,0.0,0.0,0.0,0.0,,,2008.0
150702.0,1507.0,1.0,1.0,5.0,3.0,2006.0,2008.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
151201.0,1512.0,1.0,1.0,5.0,2.0,2004.0,2006.0,2018.0,1.0,0.0,1.0,1.0,2006.0,,2018.0
151202.0,1512.0,1.0,1.0,5.0,3.0,2006.0,2008.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
151701.0,1517.0,,,,,,,,,,,,,,
151702.0,1517.0,,,,,,,,,,,,,,
151703.0,1517.0,,,,,,,,,,,,,,
151901.0,1519.0,,,,,,,,,,,,,,
151902.0,1519.0,1.0,0.0,1.0,1.0,2000.0,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
151903.0,1519.0,1.0,1.0,5.0,2.0,2002.0,2004.0,2020.0,1.0,0.0,1.0,1.0,2004.0,,2020.0
152201.0,1522.0,1.0,1.0,4.0,2.0,2004.0,2006.0,2018.0,0.0,0.0,0.0,0.0,,,2018.0
152401.0,1524.0,0.0,0.0,0.0,0.0,,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
152402.0,1524.0,0.0,0.0,0.0,0.0,,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
152403.0,1524.0,1.0,1.0,6.0,5.0,2000.0,2002.0,2020.0,1.0,1.0,4.0,3.0,2006.0,2008.0,2020.0
152501.0,1525.0,1.0,0.0,1.0,1.0,2000.0,,2018.0,1.0,0.0,1.0,1.0,2000.0,,2018.0
152502.0,1525.0,,,,,,,,,,,,,,
152503.0,1525.0,1.0,1.0,4.0,2.0,2000.0,2010.0,2020.0,1.0,1.0,3.0,2.0,2000.0,2010.0,2020.0
152504.0,1525.0,1.0,1.0,4.0,2.0,2000.0,2002.0,2018.0,1.0,0.0,1.0,1.0,2002.0,,2018.0
152505.0,1525.0,1.0,1.0,4.0,2.0,2008.0,2010.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
153101.0,1531.0,,,,,,,,,,,,,,
153201.0,1532.0,1.0,0.0,1.0,1.0,2000.0,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
153202.0,1532.0,1.0,1.0,6.0,3.0,2004.0,2006.0,2010.0,1.0,0.0,1.0,1.0,2006.0,,2010.0
153203.0,1532.0,1.0,0.0,2.0,1.0,2012.0,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
153204.0,1532.0,1.0,1.0,4.0,2.0,2012.0,2014.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
153301.0,1533.0,1.0,0.0,2.0,1.0,2000.0,,2016.0,1.0,0.0,2.0,1.0,2000.0,,2016.0
153302.0,1533.0,1.0,1.0,8.0,5.0,2000.0,2002.0,2018.0,1.0,1.0,2.0,2.0,2006.0,2008.0,2018.0
153401.0,1534.0,0.0,0.0,0.0,0.0,,,2002.0,0.0,0.0,0.0,0.0,,,2002.0
153402.0,1534.0,1.0,0.0,2.0,1.0,2002.0,,2016.0,0.0,0.0,0.0,0.0,,,2016.0
153801.0,1538.0,1.0,1.0,6.0,4.0,2002.0,2004.0,2018.0,1.0,1.0,2.0,2.0,2006.0,2008.0,2018.0
153802.0,1538.0,1.0,1.0,8.0,4.0,2004.0,2006.0,2020.0,1.0,0.0,1.0,1.0,2008.0,,2020.0
153901.0,1539.0,0.0,0.0,0.0,0.0,,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
153902.0,1539.0,1.0,0.0,2.0,1.0,2002.0,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
154001.0,1540.0,1.0,1.0,6.0,3.0,2016.0,2018.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
154101.0,1541.0,1.0,0.0,1.0,1.0,2000.0,,2020.0,1.0,0.0,1.0,1.0,2000.0,,2020.0
154102.0,1541.0,1.0,1.0,8.0,4.0,2000.0,2004.0,2014.0,1.0,1.0,7.0,4.0,2000.0,2004.0,2014.0
154401.0,1544.0,1.0,1.0,3.0,2.0,2004.0,2006.0,2020.0,1.0,1.0,3.0,2.0,2004.0,2006.0,2020.0
154402.0,1544.0,1.0,0.0,1.0,1.0,2004.0,,2018.0,1.0,0.0,1.0,1.0,2004.0,,2018.0
154403.0,1544.0,0.0,0.0,0.0,0.0,,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
154601.0,1546.0,,,,,,,,,,,,,,
154602.0,1546.0,0.0,0.0,0.0,0.0,,,2000.0,0.0,0.0,0.0,0.0,,,2000.0
154603.0,1546.0,1.0,0.0,2.0,1.0,2002.0,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
154801.0,1548.0,1.0,0.0,1.0,1.0,2000.0,,2020.0,1.0,0.0,1.0,1.0,2000.0,,2020.0
154802.0,1548.0,0.0,0.0,0.0,0.0,,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
154901.0,1549.0,0.0,0.0,0.0,0.0,,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
154902.0,1549.0,1.0,1.0,3.0,2.0,2000.0,2002.0,2018.0,0.0,0.0,0.0,0.0,,,2018.0
154903.0,1549.0,1.0,1.0,8.0,5.0,2002.0,2004.0,2020.0,1.0,1.0,3.0,3.0,2008.0,2010.0,2020.0
154904.0,1549.0,1.0,1.0,9.0,7.0,2000.0,2002.0,2016.0,1.0,1.0,2.0,2.0,2008.0,2014.0,2016.0
155101.0,1551.0,1.0,1.0,4.0,4.0,2004.0,2008.0,2018.0,1.0,1.0,3.0,3.0,2004.0,2014.0,2018.0
155102.0,1551.0,0.0,0.0,0.0,0.0,,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
155201.0,1552.0,0.0,0.0,0.0,0.0,,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
155301.0,1553.0,1.0,0.0,2.0,1.0,2004.0,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
155801.0,1558.0,1.0,1.0,2.0,2.0,2000.0,2012.0,2020.0,1.0,0.0,1.0,1.0,2012.0,,2020.0
155901.0,1559.0,1.0,1.0,5.0,3.0,2000.0,2010.0,2018.0,1.0,1.0,5.0,3.0,2000.0,2010.0,2018.0
155902.0,1559.0,1.0,0.0,1.0,1.0,2012.0,,2016.0,1.0,0.0,1.0,1.0,2012.0,,2016.0
156201.0,1562.0,,,,,,,,,,,,,,
156401.0,1564.0,1.0,0.0,2.0,1.0,2014.0,,2020.0,0.0,0.0,0.0,0.0,,,2020.0
156402.0,1564.0,1.0,1.0,4.0,2.0,2016.0,2018.0,2020.0,0.0,0.0,0.0,0.0,,,2020.0
156601.0,1566.0,0.0,0.0,0.0,0.0,,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
156602.0,1566.0,0.0,0.0,0.0,0.0,,,2018.0,0.0,0.0,0.0,0.0,,,2018.0
156603.0,1566.0,1.0,1.0,2.0,2.0,2000.0,2006.0,2012.0,1.0,0.0,1.0,1.0,2000.0,,2012.0
