C0000100,rank,csv_code,shap_logit,abs_shap_logit,base_logit,predicted_logit,probability,y_true,ref_id,variable,survey_year,feature_group,question
211203,5,C2433800,0.19178179928911235,0.19178179928911235,-0.4582665201088846,2.0996534726321077,0.8908694936165465,1,C24338.00,MS2-13,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
211203,6,C6051000,0.19160299460382285,0.19160299460382285,-0.4582665201088846,2.0996534726321077,0.8908694936165465,1,C60510.00,CRES2016,2016,family/home,USUAL RESIDENCE OF CHILD
211203,7,Y3300000,0.17668243686678042,0.17668243686678042,-0.4582665201088846,2.0996534726321077,0.8908694936165465,1,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
211203,8,Y2964011,0.15518474227270926,0.15518474227270926,-0.4582665201088846,2.0996534726321077,0.8908694936165465,1,Y29640.11,YASR-72A~000012,2012,other,WHO R WOULD TURN TO FOR HELP WITH EMOTIONAL OR PERSONAL PROBLEM -
75604,1,C3010000,-0.5659038695669032,0.5659038695669032,-0.4582665201088846,1.5262376464817895,0.821455169933556,1,C30100.00,BPI-04,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
75604,2,C2433500,0.47839530453776846,0.47839530453776846,-0.4582665201088846,1.5262376464817895,0.821455169933556,1,C24335.00,MS2-10,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
75604,3,C3420200,0.4435148934932327,0.4435148934932327,-0.4582665201088846,1.5262376464817895,0.821455169933556,1,C34202.00,MS-BPI-06,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
75604,4,C2433600,-0.3633772656472651,0.3633772656472651,-0.4582665201088846,1.5262376464817895,0.821455169933556,1,C24336.00,MS2-11,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
75604,5,C3604000,-0.31691615966522424,0.31691615966522424,-0.4582665201088846,1.5262376464817895,0.821455169933556,1,C36040.00,NHFCHD2008,2008,family/home,# FEMALE HH MEMBERS UNDER 18 IN HOUSEHOLD OF MOTHER
75604,6,C1977500,0.3023849778770199,0.3023849778770199,-0.4582665201088846,1.5262376464817895,0.821455169933556,1,C19775.00,MS984006,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
75604,7,C3010200,0.2940888417166746,0.2940888417166746,-0.4582665201088846,1.5262376464817895,0.821455169933556,1,C30102.00,BPI-06,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
75604,8,C2573200,-0.2353059525914033,0.2353059525914033,-0.4582665201088846,1.5262376464817895,0.821455169933556,1,C25732.00,SCHL-32,2002,school/achievement,SCHOOL: HOW MANY TIMES DID PARENTS ATTEND SCHOOL MEETING
435403,1,C1980000,0.33204213017758294,0.33204213017758294,-0.4582665201088846,1.5522966978148542,0.825245198855733,1,C19800.00,MS984031,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
435403,2,C1637300,0.24122985204275996,0.24122985204275996,-0.4582665201088846,1.5522966978148542,0.825245198855733,1,C16373.00,MS961447,1996,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
435403,3,C0008048,0.194489393884684,0.194489393884684,-0.4582665201088846,1.5522966978148542,0.825245198855733,1,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
