feature_index,feature,threshold,left_value,right_value,loss,iteration,csv_code,ref_id,variable,survey_year,feature_group,question
733,Y3599000,450.0,-0.35053212622572955,0.03718587478276821,0.15784190898691156,140,Y3599000,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
644,Y3254900,3.5,0.03511729071935383,-0.3669803701662762,0.1576702324467332,141,Y3254900,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
863,C0005700,1984.0,-0.1550315928408951,0.08371613669994583,0.1574575576481071,142,C0005700,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
730,C6051000,16.0,-0.32008499894679376,0.04010594335408413,0.157179925344271,143,C6051000,C60510.00,CRES2016,2016,family/home,USUAL RESIDENCE OF CHILD
644,Y3254900,2.5,-0.31629055095566055,0.04034856891965167,0.15695449588170002,144,Y3254900,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
733,Y3599000,550.0,0.0393960715369428,-0.32103907311183477,0.15676920516601847,145,Y3599000,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
733,Y3599000,450.0,-0.34472065685082365,0.036572385238191264,0.1564957731645313,146,Y3599000,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
863,C0005700,1985.0,-0.13511700582535144,0.09450290927240192,0.15622284661066232,147,C0005700,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
644,Y3254900,3.5,0.03454294587528192,-0.3611108745930574,0.15605733734847807,148,Y3254900,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
644,Y3254900,2.5,-0.3122890630832947,0.03982646968437003,0.15583976640225772,149,Y3254900,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
377,C0008048,2.5,0.05830839801688091,-0.21412045570696042,0.15558784483918423,150,C0008048,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
