C0000100,C0005700,predictor_cutoff_year,persistent_violence_contact_age15_25,n_original_bol_features_pre15_by_year
767002,1985.0,2000.0,0.0,250
767003,1986.0,2001.0,0.0,283
767301,1984.0,1999.0,0.0,250
767901,1982.0,1997.0,0.0,201
768101,1975.0,1990.0,0.0,53
768102,1976.0,1991.0,0.0,81
768104,1980.0,1995.0,0.0,150
768201,1981.0,1996.0,0.0,155
768401,1987.0,2002.0,0.0,283
768501,1978.0,1993.0,1.0,105
768502,1982.0,1997.0,1.0,201
768503,1986.0,2001.0,0.0,283
768801,1984.0,1999.0,0.0,250
768802,1985.0,2000.0,0.0,250
768901,1982.0,1997.0,0.0,201
768902,1984.0,1999.0,0.0,250
769401,1983.0,1998.0,0.0,201
769402,1987.0,2002.0,0.0,283
769501,1983.0,1998.0,0.0,201
771001,1977.0,1992.0,0.0,82
771002,1980.0,1995.0,1.0,150
775001,1982.0,1997.0,0.0,201
775002,1987.0,2002.0,0.0,283
775401,1983.0,1998.0,0.0,201
777401,1981.0,1996.0,0.0,155
778901,1975.0,1990.0,0.0,53
778902,1980.0,1995.0,0.0,150
778903,1981.0,1996.0,0.0,155
778904,1985.0,2000.0,0.0,250
779401,1977.0,1992.0,0.0,82
779402,1982.0,1997.0,0.0,201
779501,1976.0,1991.0,0.0,81
779502,1979.0,1994.0,0.0,105
779503,1982.0,1997.0,0.0,201
779601,1980.0,1995.0,0.0,150
779701,1979.0,1994.0,1.0,105
779702,1981.0,1996.0,0.0,155
779801,1978.0,1993.0,0.0,105
780201,1979.0,1994.0,0.0,105
780202,1980.0,1995.0,0.0,150
780401,1980.0,1995.0,0.0,150
780601,1983.0,1998.0,0.0,201
781401,1977.0,1992.0,0.0,82
781402,1980.0,1995.0,0.0,150
781403,1983.0,1998.0,1.0,201
781501,1986.0,2001.0,0.0,283
781801,1972.0,1987.0,0.0,24
781802,1975.0,1990.0,0.0,53
781803,1986.0,2001.0,0.0,283
781901,1983.0,1998.0,1.0,201
782001,1981.0,1996.0,0.0,155
782301,1980.0,1995.0,0.0,150
782302,1983.0,1998.0,0.0,201
782801,1987.0,2002.0,0.0,283
782901,1979.0,1994.0,0.0,105
783001,1982.0,1997.0,1.0,201
783002,1984.0,1999.0,0.0,250
783101,1982.0,1997.0,0.0,201
783102,1986.0,2001.0,0.0,283
783103,1987.0,2002.0,0.0,283
783104,1987.0,2002.0,0.0,283
783301,1986.0,2001.0,0.0,283
783501,1977.0,1992.0,0.0,82
783502,1980.0,1995.0,0.0,150
783503,1987.0,2002.0,0.0,283
783801,1982.0,1997.0,0.0,201
784601,1983.0,1998.0,0.0,201
784602,1986.0,2001.0,0.0,283
784901,1984.0,1999.0,0.0,250
785101,1986.0,2001.0,1.0,283
786401,1980.0,1995.0,0.0,150
786501,1983.0,1998.0,0.0,201
786502,1985.0,2000.0,1.0,250
786503,1987.0,2002.0,0.0,283
786901,1981.0,1996.0,0.0,155
786902,1983.0,1998.0,0.0,201
786903,1984.0,1999.0,0.0,250
786904,1985.0,2000.0,0.0,250
788201,1975.0,1990.0,0.0,53
788202,1979.0,1994.0,0.0,105
788203,1981.0,1996.0,0.0,155
788301,1979.0,1994.0,1.0,105
788601,1977.0,1992.0,0.0,82
788602,1978.0,1993.0,0.0,105
788603,1982.0,1997.0,0.0,201
789101,1981.0,1996.0,0.0,155
791001,1986.0,2001.0,0.0,283
792102,1978.0,1993.0,0.0,105
792701,1976.0,1991.0,0.0,81
792702,1977.0,1992.0,0.0,82
792703,1981.0,1996.0,0.0,155
792704,1985.0,2000.0,0.0,250
792801,1982.0,1997.0,0.0,201
793001,1985.0,2000.0,0.0,250
793002,1987.0,2002.0,0.0,283
793302,1975.0,1990.0,0.0,53
793801,1978.0,1993.0,1.0,105
793802,1979.0,1994.0,0.0,105
793803,1980.0,1995.0,0.0,150
793804,1981.0,1996.0,0.0,155
793805,1984.0,1999.0,0.0,250
794501,1982.0,1997.0,0.0,201
794502,1985.0,2000.0,0.0,250
794901,1985.0,2000.0,0.0,250
794902,1987.0,2002.0,1.0,283
795201,1987.0,2002.0,0.0,283
795801,1982.0,1997.0,0.0,201
795802,1984.0,1999.0,0.0,250
796701,1976.0,1991.0,0.0,81
796702,1978.0,1993.0,0.0,105
796703,1981.0,1996.0,0.0,155
796801,1980.0,1995.0,0.0,150
796803,1986.0,2001.0,0.0,283
797101,1981.0,1996.0,1.0,155
797102,1983.0,1998.0,0.0,201
797103,1987.0,2002.0,1.0,283
797401,1983.0,1998.0,0.0,201
797901,1982.0,1997.0,0.0,201
797902,1986.0,2001.0,0.0,283
798001,1987.0,2002.0,0.0,283
798101,1979.0,1994.0,0.0,105
798102,1981.0,1996.0,0.0,155
798301,1982.0,1997.0,0.0,201
798501,1982.0,1997.0,0.0,201
798502,1984.0,1999.0,0.0,250
800001,1981.0,1996.0,0.0,155
800002,1983.0,1998.0,0.0,201
800003,1984.0,1999.0,0.0,250
800101,1973.0,1988.0,0.0,24
800102,1976.0,1991.0,0.0,81
800103,1978.0,1993.0,0.0,105
800104,1981.0,1996.0,0.0,155
800105,1984.0,1999.0,0.0,250
800601,1981.0,1996.0,0.0,155
802301,1984.0,1999.0,0.0,250
802801,1974.0,1989.0,0.0,53
802901,1979.0,1994.0,0.0,105
802902,1980.0,1995.0,0.0,150
802903,1982.0,1997.0,0.0,201
803001,1981.0,1996.0,0.0,155
803101,1981.0,1996.0,0.0,155
803102,1982.0,1997.0,0.0,201
803901,1981.0,1996.0,0.0,155
804401,1983.0,1998.0,0.0,201
804402,1985.0,2000.0,0.0,250
804403,1987.0,2002.0,0.0,283
804501,1978.0,1993.0,0.0,105
804502,1979.0,1994.0,1.0,105
804701,1980.0,1995.0,0.0,150
804702,1983.0,1998.0,0.0,201
804801,1984.0,1999.0,0.0,250
804901,1983.0,1998.0,0.0,201
804902,1987.0,2002.0,0.0,283
805702,1985.0,2000.0,0.0,250
805901,1978.0,1993.0,0.0,105
805902,1979.0,1994.0,0.0,105
805903,1980.0,1995.0,0.0,150
805904,1982.0,1997.0,0.0,201
805905,1984.0,1999.0,0.0,250
805906,1985.0,2000.0,0.0,250
805907,1987.0,2002.0,1.0,283
806801,1982.0,1997.0,0.0,201
808301,1983.0,1998.0,0.0,201
809101,1978.0,1993.0,0.0,105
809102,1979.0,1994.0,0.0,105
809103,1984.0,1999.0,0.0,250
809301,1982.0,1997.0,1.0,201
810201,1984.0,1999.0,0.0,250
810302,1977.0,1992.0,0.0,82
810303,1985.0,2000.0,0.0,250
810901,1978.0,1993.0,1.0,105
810902,1982.0,1997.0,0.0,201
810903,1986.0,2001.0,0.0,283
811001,1986.0,2001.0,0.0,283
811301,1979.0,1994.0,0.0,105
811302,1985.0,2000.0,0.0,250
811402,1986.0,2001.0,0.0,283
811404,1979.0,1994.0,0.0,105
812301,1984.0,1999.0,0.0,250
812501,1975.0,1990.0,0.0,53
812502,1977.0,1992.0,1.0,82
812701,1976.0,1991.0,0.0,81
814001,1978.0,1993.0,0.0,105
814002,1981.0,1996.0,0.0,155
814003,1984.0,1999.0,0.0,250
814101,1983.0,1998.0,0.0,201
814102,1984.0,1999.0,0.0,250
814301,1980.0,1995.0,0.0,150
814302,1985.0,2000.0,0.0,250
814801,1984.0,1999.0,0.0,250
816101,1981.0,1996.0,0.0,155
816901,1984.0,1999.0,0.0,250
816902,1986.0,2001.0,1.0,283
817401,1976.0,1991.0,0.0,81
817402,1978.0,1993.0,0.0,105
817403,1983.0,1998.0,0.0,201
817404,1984.0,1999.0,0.0,250
817501,1981.0,1996.0,0.0,155
817502,1983.0,1998.0,0.0,201
817801,1987.0,2002.0,1.0,283
818401,1980.0,1995.0,1.0,150
819302,1981.0,1996.0,0.0,155
819303,1986.0,2001.0,0.0,283
819401,1975.0,1990.0,0.0,53
819403,1983.0,1998.0,0.0,201
819501,1980.0,1995.0,0.0,150
819502,1981.0,1996.0,0.0,155
819801,1985.0,2000.0,0.0,250
819802,1986.0,2001.0,0.0,283
820201,1979.0,1994.0,0.0,105
820202,1980.0,1995.0,0.0,150
820203,1982.0,1997.0,0.0,201
821002,1978.0,1993.0,0.0,105
821003,1981.0,1996.0,1.0,155
821004,1984.0,1999.0,0.0,250
821201,1982.0,1997.0,0.0,201
821202,1985.0,2000.0,0.0,250
821301,1982.0,1997.0,0.0,201
821701,1977.0,1992.0,0.0,82
822601,1981.0,1996.0,0.0,155
822602,1987.0,2002.0,0.0,283
823501,1982.0,1997.0,0.0,201
823502,1986.0,2001.0,0.0,283
824301,1978.0,1993.0,0.0,105
825401,1976.0,1991.0,0.0,81
825701,1979.0,1994.0,0.0,105
825702,1983.0,1998.0,0.0,201
825901,1977.0,1992.0,0.0,82
826001,1978.0,1993.0,0.0,105
826002,1987.0,2002.0,0.0,283
826101,1977.0,1992.0,0.0,82
826102,1978.0,1993.0,1.0,105
826103,1983.0,1998.0,0.0,201
826104,1986.0,2001.0,1.0,283
826401,1979.0,1994.0,1.0,105
826402,1982.0,1997.0,0.0,201
826403,1982.0,1997.0,0.0,201
826901,1982.0,1997.0,0.0,201
826902,1984.0,1999.0,0.0,250
827101,1979.0,1994.0,0.0,105
827302,1980.0,1995.0,0.0,150
827601,1978.0,1993.0,1.0,105
827602,1979.0,1994.0,0.0,105
827901,1981.0,1996.0,1.0,155
827902,1986.0,2001.0,0.0,283
828301,1977.0,1992.0,1.0,82
828302,1979.0,1994.0,0.0,105
828601,1976.0,1991.0,1.0,81
828602,1978.0,1993.0,0.0,105
828701,1974.0,1989.0,0.0,53
828703,1981.0,1996.0,0.0,155
829401,1985.0,2000.0,0.0,250
829601,1982.0,1997.0,0.0,201
829602,1983.0,1998.0,1.0,201
829603,1987.0,2002.0,0.0,283
829801,1979.0,1994.0,0.0,105
829802,1983.0,1998.0,0.0,201
829803,1986.0,2001.0,0.0,283
830501,1979.0,1994.0,0.0,105
830502,1980.0,1995.0,0.0,150
830503,1981.0,1996.0,0.0,155
830504,1983.0,1998.0,0.0,201
830901,1978.0,1993.0,0.0,105
830902,1979.0,1994.0,0.0,105
830903,1981.0,1996.0,0.0,155
830904,1982.0,1997.0,0.0,201
831701,1979.0,1994.0,0.0,105
831702,1984.0,1999.0,0.0,250
831901,1980.0,1995.0,0.0,150
831902,1985.0,2000.0,0.0,250
833001,1986.0,2001.0,0.0,283
833401,1985.0,2000.0,0.0,250
834001,1975.0,1990.0,0.0,53
834302,1982.0,1997.0,0.0,201
834501,1983.0,1998.0,0.0,201
834601,1987.0,2002.0,0.0,283
834901,1978.0,1993.0,0.0,105
834902,1982.0,1997.0,0.0,201
834903,1987.0,2002.0,0.0,283
835101,1985.0,2000.0,0.0,250
835301,1980.0,1995.0,0.0,150
835302,1981.0,1996.0,0.0,155
835303,1983.0,1998.0,0.0,201
835304,1987.0,2002.0,0.0,283
835401,1982.0,1997.0,0.0,201
835402,1983.0,1998.0,0.0,201
835701,1982.0,1997.0,0.0,201
835702,1983.0,1998.0,0.0,201
835901,1980.0,1995.0,0.0,150
835902,1982.0,1997.0,0.0,201
835903,1985.0,2000.0,0.0,250
836701,1980.0,1995.0,0.0,150
837401,1987.0,2002.0,0.0,283
837501,1981.0,1996.0,1.0,155
837502,1985.0,2000.0,0.0,250
837601,1986.0,2001.0,0.0,283
837602,1987.0,2002.0,0.0,283
837701,1982.0,1997.0,1.0,201
837702,1983.0,1998.0,0.0,201
838301,1980.0,1995.0,0.0,150
838901,1982.0,1997.0,0.0,201
838902,1985.0,2000.0,0.0,250
839101,1980.0,1995.0,1.0,150
839102,1984.0,1999.0,0.0,250
839103,1987.0,2002.0,0.0,283
839301,1981.0,1996.0,0.0,155
839501,1983.0,1998.0,0.0,201
839502,1985.0,2000.0,0.0,250
839503,1986.0,2001.0,0.0,283
839801,1987.0,2002.0,0.0,283
840101,1976.0,1991.0,0.0,81
840102,1980.0,1995.0,0.0,150
840701,1977.0,1992.0,0.0,82
840702,1979.0,1994.0,0.0,105
840801,1980.0,1995.0,0.0,150
842201,1985.0,2000.0,0.0,250
842202,1987.0,2002.0,0.0,283
843001,1980.0,1995.0,0.0,150
843201,1983.0,1998.0,1.0,201
843202,1986.0,2001.0,0.0,283
843401,1978.0,1993.0,1.0,105
843402,1982.0,1997.0,0.0,201
846301,1986.0,2001.0,0.0,283
847302,1981.0,1996.0,0.0,155
847501,1981.0,1996.0,0.0,155
847502,1987.0,2002.0,0.0,283
847701,1985.0,2000.0,0.0,250
847902,1987.0,2002.0,1.0,283
848001,1982.0,1997.0,0.0,201
848002,1987.0,2002.0,0.0,283
848301,1980.0,1995.0,1.0,150
848302,1985.0,2000.0,0.0,250
848801,1979.0,1994.0,0.0,105
848802,1980.0,1995.0,1.0,150
848803,1982.0,1997.0,0.0,201
849002,1987.0,2002.0,0.0,283
849201,1974.0,1989.0,0.0,53
849202,1985.0,2000.0,0.0,250
849301,1979.0,1994.0,0.0,105
849302,1982.0,1997.0,0.0,201
849401,1982.0,1997.0,0.0,201
850001,1982.0,1997.0,0.0,201
850002,1986.0,2001.0,0.0,283
850201,1977.0,1992.0,1.0,82
850202,1978.0,1993.0,0.0,105
850203,1982.0,1997.0,0.0,201
850301,1984.0,1999.0,0.0,250
850501,1976.0,1991.0,0.0,81
850502,1979.0,1994.0,0.0,105
850503,1983.0,1998.0,0.0,201
851001,1978.0,1993.0,0.0,105
851002,1980.0,1995.0,1.0,150
851004,1986.0,2001.0,0.0,283
851401,1982.0,1997.0,0.0,201
853201,1982.0,1997.0,0.0,201
853202,1985.0,2000.0,0.0,250
853901,1975.0,1990.0,0.0,53
853902,1979.0,1994.0,1.0,105
854001,1977.0,1992.0,0.0,82
854002,1982.0,1997.0,0.0,201
854003,1983.0,1998.0,0.0,201
854901,1979.0,1994.0,0.0,105
854902,1981.0,1996.0,1.0,155
855301,1977.0,1992.0,0.0,82
855302,1980.0,1995.0,0.0,150
855701,1983.0,1998.0,0.0,201
855801,1984.0,1999.0,0.0,250
856102,1984.0,1999.0,0.0,250
856801,1985.0,2000.0,0.0,250
857001,1983.0,1998.0,0.0,201
857002,1984.0,1999.0,0.0,250
857003,1985.0,2000.0,0.0,250
857901,1976.0,1991.0,1.0,81
857902,1981.0,1996.0,0.0,155
857903,1983.0,1998.0,0.0,201
858001,1975.0,1990.0,0.0,53
858002,1978.0,1993.0,0.0,105
858003,1984.0,1999.0,0.0,250
858301,1976.0,1991.0,0.0,81
858302,1980.0,1995.0,0.0,150
859801,1974.0,1989.0,0.0,53
859802,1975.0,1990.0,1.0,53
859803,1984.0,1999.0,1.0,250
859804,1986.0,2001.0,0.0,283
859805,1986.0,2001.0,1.0,283
859806,1987.0,2002.0,0.0,283
860001,1978.0,1993.0,1.0,105
860002,1987.0,2002.0,0.0,283
860101,1986.0,2001.0,0.0,283
861201,1986.0,2001.0,0.0,283
861301,1976.0,1991.0,0.0,81
861302,1980.0,1995.0,0.0,150
861401,1981.0,1996.0,0.0,155
861501,1976.0,1991.0,0.0,81
861502,1978.0,1993.0,1.0,105
861503,1986.0,2001.0,0.0,283
861801,1976.0,1991.0,0.0,81
861802,1980.0,1995.0,0.0,150
861803,1987.0,2002.0,0.0,283
861901,1985.0,2000.0,0.0,250
863401,1975.0,1990.0,1.0,53
863402,1982.0,1997.0,0.0,201
863601,1984.0,1999.0,0.0,250
863902,1986.0,2001.0,0.0,283
864101,1976.0,1991.0,0.0,81
864102,1982.0,1997.0,0.0,201
864201,1978.0,1993.0,0.0,105
864301,1984.0,1999.0,0.0,250
864803,1979.0,1994.0,0.0,105
864901,1984.0,1999.0,0.0,250
865201,1978.0,1993.0,0.0,105
865202,1985.0,2000.0,0.0,250
865203,1987.0,2002.0,1.0,283
865801,1983.0,1998.0,0.0,201
866201,1979.0,1994.0,0.0,105
866202,1981.0,1996.0,1.0,155
866203,1983.0,1998.0,0.0,201
866205,1986.0,2001.0,0.0,283
866206,1987.0,2002.0,1.0,283
866401,1978.0,1993.0,0.0,105
866402,1986.0,2001.0,0.0,283
866501,1982.0,1997.0,1.0,201
866502,1986.0,2001.0,0.0,283
867301,1978.0,1993.0,0.0,105
867302,1982.0,1997.0,0.0,201
867901,1975.0,1990.0,0.0,53
867902,1980.0,1995.0,0.0,150
868401,1982.0,1997.0,0.0,201
868501,1978.0,1993.0,0.0,105
868502,1980.0,1995.0,0.0,150
868503,1981.0,1996.0,0.0,155
869001,1980.0,1995.0,0.0,150
869002,1982.0,1997.0,0.0,201
869003,1983.0,1998.0,0.0,201
869201,1981.0,1996.0,1.0,155
869301,1978.0,1993.0,1.0,105
869302,1984.0,1999.0,0.0,250
869401,1983.0,1998.0,0.0,201
869402,1984.0,1999.0,0.0,250
869501,1981.0,1996.0,0.0,155
869601,1979.0,1994.0,0.0,105
869602,1981.0,1996.0,0.0,155
869603,1982.0,1997.0,0.0,201
869604,1987.0,2002.0,0.0,283
870501,1979.0,1994.0,1.0,105
870502,1986.0,2001.0,0.0,283
870503,1987.0,2002.0,0.0,283
870601,1980.0,1995.0,1.0,150
870602,1981.0,1996.0,1.0,155
870801,1980.0,1995.0,0.0,150
871401,1979.0,1994.0,0.0,105
871402,1982.0,1997.0,0.0,201
875901,1985.0,2000.0,0.0,250
875902,1987.0,2002.0,0.0,283
878701,1980.0,1995.0,0.0,150
878702,1982.0,1997.0,0.0,201
879401,1978.0,1993.0,0.0,105
879402,1981.0,1996.0,0.0,155
881801,1981.0,1996.0,0.0,155
881802,1983.0,1998.0,0.0,201
884001,1978.0,1993.0,0.0,105
884002,1980.0,1995.0,0.0,150
884003,1982.0,1997.0,0.0,201
885801,1986.0,2001.0,0.0,283
886101,1986.0,2001.0,0.0,283
886401,1984.0,1999.0,0.0,250
886402,1986.0,2001.0,0.0,283
886701,1981.0,1996.0,0.0,155
886702,1983.0,1998.0,0.0,201
886703,1984.0,1999.0,0.0,250
886901,1979.0,1994.0,0.0,105
886902,1982.0,1997.0,0.0,201
886903,1982.0,1997.0,0.0,201
886904,1986.0,2001.0,0.0,283
887001,1979.0,1994.0,0.0,105
887002,1983.0,1998.0,0.0,201
887003,1986.0,2001.0,0.0,283
888301,1981.0,1996.0,0.0,155
888302,1983.0,1998.0,0.0,201
888801,1984.0,1999.0,0.0,250
888901,1979.0,1994.0,0.0,105
888902,1981.0,1996.0,0.0,155
889001,1982.0,1997.0,1.0,201
889501,1981.0,1996.0,0.0,155
889601,1982.0,1997.0,0.0,201
889901,1987.0,2002.0,0.0,283
890001,1987.0,2002.0,0.0,283
890401,1983.0,1998.0,0.0,201
890901,1981.0,1996.0,0.0,155
890902,1983.0,1998.0,0.0,201
891001,1985.0,2000.0,0.0,250
891201,1981.0,1996.0,0.0,155
891202,1986.0,2001.0,0.0,283
891601,1975.0,1990.0,0.0,53
892001,1984.0,1999.0,0.0,250
892501,1983.0,1998.0,0.0,201
892502,1984.0,1999.0,0.0,250
892601,1979.0,1994.0,0.0,105
892602,1981.0,1996.0,0.0,155
892603,1985.0,2000.0,0.0,250
892701,1985.0,2000.0,0.0,250
893201,1981.0,1996.0,1.0,155
893202,1984.0,1999.0,1.0,250
893401,1980.0,1995.0,0.0,150
893402,1983.0,1998.0,0.0,201
893801,1981.0,1996.0,0.0,155
893802,1985.0,2000.0,0.0,250
893901,1984.0,1999.0,0.0,250
894601,1983.0,1998.0,0.0,201
894801,1981.0,1996.0,0.0,155
894901,1980.0,1995.0,0.0,150
894902,1984.0,1999.0,0.0,250
895301,1983.0,1998.0,0.0,201
895302,1984.0,1999.0,0.0,250
895502,1984.0,1999.0,0.0,250
895601,1975.0,1990.0,0.0,53
895602,1979.0,1994.0,0.0,105
896001,1977.0,1992.0,0.0,82
896002,1978.0,1993.0,1.0,105
896201,1978.0,1993.0,1.0,105
896202,1985.0,2000.0,0.0,250
896701,1979.0,1994.0,0.0,105
896702,1981.0,1996.0,0.0,155
896703,1983.0,1998.0,0.0,201
896705,1986.0,2001.0,0.0,283
896901,1987.0,2002.0,0.0,283
897001,1984.0,1999.0,0.0,250
897401,1980.0,1995.0,0.0,150
897701,1976.0,1991.0,0.0,81
897702,1977.0,1992.0,0.0,82
898501,1983.0,1998.0,0.0,201
898502,1985.0,2000.0,0.0,250
899601,1982.0,1997.0,0.0,201
899602,1987.0,2002.0,0.0,283
901201,1975.0,1990.0,0.0,53
901801,1983.0,1998.0,0.0,201
901902,1985.0,2000.0,0.0,250
902101,1984.0,1999.0,0.0,250
902301,1980.0,1995.0,0.0,150
903301,1982.0,1997.0,0.0,201
903501,1980.0,1995.0,0.0,150
903502,1986.0,2001.0,0.0,283
903701,1982.0,1997.0,0.0,201
903702,1985.0,2000.0,1.0,250
903801,1978.0,1993.0,0.0,105
904002,1985.0,2000.0,0.0,250
904501,1979.0,1994.0,0.0,105
904502,1981.0,1996.0,0.0,155
904601,1978.0,1993.0,0.0,105
904801,1974.0,1989.0,0.0,53
904802,1979.0,1994.0,0.0,105
904803,1980.0,1995.0,1.0,150
904804,1983.0,1998.0,0.0,201
904805,1985.0,2000.0,0.0,250
904806,1987.0,2002.0,1.0,283
905001,1977.0,1992.0,1.0,82
905002,1979.0,1994.0,0.0,105
905301,1980.0,1995.0,1.0,150
905701,1984.0,1999.0,0.0,250
905702,1987.0,2002.0,0.0,283
906001,1971.0,1986.0,1.0,6
906002,1973.0,1988.0,0.0,24
906003,1974.0,1989.0,0.0,53
906004,1976.0,1991.0,0.0,81
906005,1977.0,1992.0,1.0,82
906301,1975.0,1990.0,0.0,53
906302,1979.0,1994.0,0.0,105
906401,1978.0,1993.0,1.0,105
906402,1981.0,1996.0,0.0,155
906403,1984.0,1999.0,0.0,250
906404,1985.0,2000.0,0.0,250
906501,1980.0,1995.0,0.0,150
906502,1986.0,2001.0,0.0,283
906702,1987.0,2002.0,0.0,283
907001,1986.0,2001.0,0.0,283
907401,1977.0,1992.0,0.0,82
907402,1981.0,1996.0,0.0,155
907403,1983.0,1998.0,0.0,201
908001,1975.0,1990.0,0.0,53
908003,1981.0,1996.0,1.0,155
908101,1983.0,1998.0,0.0,201
908102,1985.0,2000.0,0.0,250
908103,1987.0,2002.0,0.0,283
909201,1981.0,1996.0,0.0,155
909202,1982.0,1997.0,0.0,201
909501,1986.0,2001.0,0.0,283
910001,1985.0,2000.0,0.0,250
910101,1979.0,1994.0,0.0,105
910102,1981.0,1996.0,1.0,155
910801,1977.0,1992.0,0.0,82
910802,1981.0,1996.0,1.0,155
910803,1982.0,1997.0,0.0,201
910901,1981.0,1996.0,0.0,155
910902,1985.0,2000.0,1.0,250
911501,1979.0,1994.0,1.0,105
911502,1984.0,1999.0,0.0,250
911701,1985.0,2000.0,0.0,250
914401,1987.0,2002.0,0.0,283
915701,1980.0,1995.0,0.0,150
915702,1982.0,1997.0,1.0,201
915703,1984.0,1999.0,0.0,250
917401,1980.0,1995.0,0.0,150
918001,1976.0,1991.0,0.0,81
918002,1979.0,1994.0,0.0,105
918003,1980.0,1995.0,1.0,150
918004,1984.0,1999.0,0.0,250
918005,1986.0,2001.0,0.0,283
918201,1979.0,1994.0,0.0,105
918202,1980.0,1995.0,0.0,150
918301,1979.0,1994.0,0.0,105
918302,1985.0,2000.0,0.0,250
918303,1985.0,2000.0,0.0,250
919201,1977.0,1992.0,0.0,82
919501,1982.0,1997.0,0.0,201
920101,1976.0,1991.0,0.0,81
920102,1977.0,1992.0,0.0,82
920501,1981.0,1996.0,0.0,155
920502,1984.0,1999.0,0.0,250
920601,1983.0,1998.0,0.0,201
920602,1985.0,2000.0,0.0,250
921401,1982.0,1997.0,0.0,201
921402,1983.0,1998.0,0.0,201
921403,1985.0,2000.0,0.0,250
921404,1986.0,2001.0,0.0,283
922001,1974.0,1989.0,0.0,53
922002,1978.0,1993.0,0.0,105
922901,1987.0,2002.0,0.0,283
923301,1980.0,1995.0,0.0,150
923302,1982.0,1997.0,1.0,201
923303,1982.0,1997.0,0.0,201
923402,1987.0,2002.0,0.0,283
925501,1976.0,1991.0,1.0,81
925502,1981.0,1996.0,1.0,155
925503,1984.0,1999.0,0.0,250
925504,1987.0,2002.0,0.0,283
925601,1986.0,2001.0,0.0,283
925701,1979.0,1994.0,0.0,105
925703,1984.0,1999.0,0.0,250
925901,1975.0,1990.0,0.0,53
925902,1978.0,1993.0,0.0,105
926001,1978.0,1993.0,0.0,105
926101,1979.0,1994.0,0.0,105
926102,1980.0,1995.0,0.0,150
926201,1979.0,1994.0,0.0,105
926402,1981.0,1996.0,0.0,155
926403,1982.0,1997.0,0.0,201
926801,1983.0,1998.0,0.0,201
927201,1975.0,1990.0,1.0,53
927202,1977.0,1992.0,1.0,82
927203,1984.0,1999.0,0.0,250
927301,1975.0,1990.0,0.0,53
927302,1977.0,1992.0,0.0,82
927303,1983.0,1998.0,0.0,201
927401,1975.0,1990.0,0.0,53
927402,1979.0,1994.0,0.0,105
927403,1983.0,1998.0,0.0,201
927501,1980.0,1995.0,0.0,150
927502,1982.0,1997.0,0.0,201
927503,1985.0,2000.0,0.0,250
927504,1987.0,2002.0,0.0,283
927701,1978.0,1993.0,0.0,105
927702,1980.0,1995.0,0.0,150
927703,1982.0,1997.0,0.0,201
927801,1981.0,1996.0,1.0,155
927802,1986.0,2001.0,0.0,283
928101,1981.0,1996.0,0.0,155
928102,1983.0,1998.0,0.0,201
928401,1976.0,1991.0,0.0,81
928402,1977.0,1992.0,1.0,82
928403,1978.0,1993.0,0.0,105
928404,1982.0,1997.0,0.0,201
928601,1986.0,2001.0,0.0,283
928701,1981.0,1996.0,0.0,155
929801,1980.0,1995.0,0.0,150
929802,1982.0,1997.0,0.0,201
930801,1984.0,1999.0,0.0,250
931201,1981.0,1996.0,0.0,155
931701,1981.0,1996.0,1.0,155
931702,1985.0,2000.0,0.0,250
931703,1987.0,2002.0,0.0,283
931902,1982.0,1997.0,1.0,201
932501,1983.0,1998.0,0.0,201
933701,1980.0,1995.0,1.0,150
934001,1986.0,2001.0,0.0,283
934101,1987.0,2002.0,0.0,283
934201,1985.0,2000.0,0.0,250
934402,1985.0,2000.0,0.0,250
934601,1976.0,1991.0,0.0,81
934702,1982.0,1997.0,1.0,201
934901,1977.0,1992.0,1.0,82
934902,1979.0,1994.0,0.0,105
935401,1982.0,1997.0,0.0,201
935501,1976.0,1991.0,1.0,81
937101,1983.0,1998.0,0.0,201
937102,1987.0,2002.0,0.0,283
937401,1978.0,1993.0,0.0,105
937403,1983.0,1998.0,0.0,201
937404,1984.0,1999.0,0.0,250
938101,1977.0,1992.0,1.0,82
938102,1983.0,1998.0,0.0,201
938103,1985.0,2000.0,0.0,250
938201,1976.0,1991.0,0.0,81
938202,1978.0,1993.0,0.0,105
938203,1979.0,1994.0,0.0,105
938302,1981.0,1996.0,0.0,155
938401,1985.0,2000.0,0.0,250
938801,1983.0,1998.0,0.0,201
938802,1986.0,2001.0,0.0,283
939201,1980.0,1995.0,0.0,150
939202,1982.0,1997.0,0.0,201
939601,1979.0,1994.0,0.0,105
939602,1980.0,1995.0,0.0,150
939701,1978.0,1993.0,0.0,105
939702,1980.0,1995.0,0.0,150
940101,1975.0,1990.0,1.0,53
940102,1987.0,2002.0,0.0,283
941301,1976.0,1991.0,0.0,81
941601,1984.0,1999.0,0.0,250
941602,1986.0,2001.0,0.0,283
942101,1987.0,2002.0,0.0,283
943301,1978.0,1993.0,0.0,105
943302,1980.0,1995.0,0.0,150
944101,1977.0,1992.0,0.0,82
944601,1982.0,1997.0,0.0,201
944602,1985.0,2000.0,0.0,250
948301,1987.0,2002.0,0.0,283
948504,1986.0,2001.0,0.0,283
948701,1982.0,1997.0,0.0,201
948702,1987.0,2002.0,0.0,283
951201,1983.0,1998.0,0.0,201
951601,1980.0,1995.0,0.0,150
951602,1982.0,1997.0,0.0,201
951603,1982.0,1997.0,0.0,201
951604,1984.0,1999.0,0.0,250
