C0000100,C0005700,predictor_cutoff_year,persistent_violence_contact_age15_25,n_original_bol_features_pre15_by_year
602303,1985.0,2000.0,0.0,250
602401,1976.0,1991.0,0.0,81
603001,1981.0,1996.0,1.0,155
603002,1982.0,1997.0,0.0,201
603003,1984.0,1999.0,0.0,250
603301,1980.0,1995.0,0.0,150
603302,1981.0,1996.0,0.0,155
603303,1983.0,1998.0,0.0,201
603304,1985.0,2000.0,0.0,250
603601,1982.0,1997.0,1.0,201
604001,1981.0,1996.0,0.0,155
604002,1982.0,1997.0,0.0,201
604004,1986.0,2001.0,0.0,283
604601,1978.0,1993.0,0.0,105
604602,1979.0,1994.0,0.0,105
604603,1981.0,1996.0,0.0,155
604604,1983.0,1998.0,0.0,201
604605,1983.0,1998.0,1.0,201
604606,1987.0,2002.0,1.0,283
604701,1974.0,1989.0,1.0,53
604703,1979.0,1994.0,0.0,105
604801,1973.0,1988.0,1.0,24
604802,1979.0,1994.0,0.0,105
604803,1983.0,1998.0,0.0,201
604804,1985.0,2000.0,0.0,250
604901,1986.0,2001.0,0.0,283
605301,1985.0,2000.0,0.0,250
605302,1987.0,2002.0,0.0,283
605501,1981.0,1996.0,0.0,155
606601,1978.0,1993.0,1.0,105
606602,1985.0,2000.0,0.0,250
606901,1973.0,1988.0,0.0,24
606902,1977.0,1992.0,0.0,82
606903,1987.0,2002.0,0.0,283
607201,1979.0,1994.0,0.0,105
607202,1984.0,1999.0,1.0,250
607301,1973.0,1988.0,0.0,24
607302,1979.0,1994.0,0.0,105
607401,1984.0,1999.0,0.0,250
607402,1986.0,2001.0,1.0,283
607403,1987.0,2002.0,0.0,283
607601,1980.0,1995.0,0.0,150
607602,1982.0,1997.0,0.0,201
607801,1974.0,1989.0,0.0,53
607803,1983.0,1998.0,0.0,201
608001,1978.0,1993.0,0.0,105
608002,1982.0,1997.0,0.0,201
608401,1980.0,1995.0,1.0,150
608402,1985.0,2000.0,0.0,250
608403,1986.0,2001.0,0.0,283
608801,1976.0,1991.0,0.0,81
608802,1977.0,1992.0,0.0,82
608803,1981.0,1996.0,0.0,155
609101,1976.0,1991.0,0.0,81
609102,1978.0,1993.0,0.0,105
610101,1978.0,1993.0,0.0,105
610102,1980.0,1995.0,0.0,150
610701,1982.0,1997.0,0.0,201
610702,1983.0,1998.0,0.0,201
610703,1985.0,2000.0,0.0,250
611401,1981.0,1996.0,1.0,155
611402,1986.0,2001.0,0.0,283
611601,1977.0,1992.0,0.0,82
611602,1982.0,1997.0,0.0,201
611801,1978.0,1993.0,0.0,105
611901,1979.0,1994.0,0.0,105
611902,1981.0,1996.0,0.0,155
611903,1982.0,1997.0,0.0,201
611904,1984.0,1999.0,0.0,250
612901,1979.0,1994.0,0.0,105
613001,1985.0,2000.0,1.0,250
613201,1986.0,2001.0,0.0,283
613402,1986.0,2001.0,1.0,283
615101,1983.0,1998.0,1.0,201
615901,1984.0,1999.0,0.0,250
616001,1981.0,1996.0,0.0,155
616101,1978.0,1993.0,0.0,105
616102,1983.0,1998.0,0.0,201
616301,1986.0,2001.0,0.0,283
616801,1983.0,1998.0,0.0,201
616901,1978.0,1993.0,0.0,105
616902,1980.0,1995.0,1.0,150
616903,1979.0,1994.0,1.0,105
616904,1983.0,1998.0,0.0,201
617401,1977.0,1992.0,1.0,82
617402,1984.0,1999.0,0.0,250
617501,1979.0,1994.0,0.0,105
617502,1984.0,1999.0,0.0,250
617503,1986.0,2001.0,0.0,283
617701,1977.0,1992.0,0.0,82
617702,1983.0,1998.0,0.0,201
617801,1978.0,1993.0,0.0,105
617901,1976.0,1991.0,0.0,81
618101,1981.0,1996.0,0.0,155
618102,1984.0,1999.0,0.0,250
619501,1981.0,1996.0,0.0,155
619701,1975.0,1990.0,0.0,53
619702,1976.0,1991.0,0.0,81
619703,1979.0,1994.0,0.0,105
620201,1980.0,1995.0,0.0,150
620202,1981.0,1996.0,0.0,155
620601,1980.0,1995.0,1.0,150
620901,1974.0,1989.0,0.0,53
620902,1977.0,1992.0,1.0,82
621001,1981.0,1996.0,1.0,155
621002,1985.0,2000.0,0.0,250
621501,1987.0,2002.0,0.0,283
621701,1987.0,2002.0,0.0,283
622001,1979.0,1994.0,0.0,105
622002,1982.0,1997.0,0.0,201
622101,1980.0,1995.0,0.0,150
622102,1981.0,1996.0,1.0,155
622501,1979.0,1994.0,0.0,105
622502,1984.0,1999.0,0.0,250
622702,1982.0,1997.0,0.0,201
622703,1986.0,2001.0,0.0,283
623101,1973.0,1988.0,0.0,24
623102,1974.0,1989.0,0.0,53
623201,1981.0,1996.0,0.0,155
623202,1983.0,1998.0,0.0,201
623301,1977.0,1992.0,0.0,82
623302,1981.0,1996.0,0.0,155
623303,1983.0,1998.0,0.0,201
623401,1976.0,1991.0,0.0,81
623402,1977.0,1992.0,0.0,82
623403,1979.0,1994.0,0.0,105
623501,1976.0,1991.0,1.0,81
623502,1979.0,1994.0,0.0,105
623503,1981.0,1996.0,1.0,155
623801,1986.0,2001.0,0.0,283
623901,1982.0,1997.0,0.0,201
624301,1980.0,1995.0,1.0,150
624302,1985.0,2000.0,0.0,250
624401,1983.0,1998.0,0.0,201
624502,1986.0,2001.0,0.0,283
625501,1978.0,1993.0,0.0,105
625502,1985.0,2000.0,0.0,250
625802,1978.0,1993.0,0.0,105
625803,1984.0,1999.0,0.0,250
625901,1976.0,1991.0,0.0,81
626201,1984.0,1999.0,0.0,250
626301,1977.0,1992.0,0.0,82
626501,1985.0,2000.0,0.0,250
626802,1978.0,1993.0,0.0,105
627001,1982.0,1997.0,0.0,201
627401,1987.0,2002.0,0.0,283
627501,1979.0,1994.0,0.0,105
627701,1987.0,2002.0,0.0,283
627801,1981.0,1996.0,0.0,155
627802,1982.0,1997.0,0.0,201
627803,1987.0,2002.0,0.0,283
628001,1973.0,1988.0,0.0,24
628002,1974.0,1989.0,0.0,53
628003,1976.0,1991.0,0.0,81
628004,1979.0,1994.0,0.0,105
628005,1982.0,1997.0,0.0,201
628201,1980.0,1995.0,1.0,150
628202,1981.0,1996.0,0.0,155
628203,1982.0,1997.0,0.0,201
628204,1984.0,1999.0,0.0,250
628205,1986.0,2001.0,0.0,283
628401,1979.0,1994.0,0.0,105
628901,1984.0,1999.0,0.0,250
628902,1986.0,2001.0,0.0,283
629101,1974.0,1989.0,0.0,53
629102,1977.0,1992.0,0.0,82
629301,1980.0,1995.0,0.0,150
629303,1984.0,1999.0,0.0,250
629304,1987.0,2002.0,0.0,283
629401,1977.0,1992.0,1.0,82
629402,1981.0,1996.0,0.0,155
629403,1986.0,2001.0,0.0,283
629601,1980.0,1995.0,0.0,150
629602,1984.0,1999.0,0.0,250
629701,1975.0,1990.0,0.0,53
629702,1978.0,1993.0,0.0,105
629703,1983.0,1998.0,0.0,201
629901,1985.0,2000.0,0.0,250
629902,1987.0,2002.0,0.0,283
630801,1976.0,1991.0,0.0,81
630802,1977.0,1992.0,0.0,82
631001,1976.0,1991.0,1.0,81
631002,1979.0,1994.0,0.0,105
631003,1980.0,1995.0,0.0,150
631004,1981.0,1996.0,1.0,155
631005,1982.0,1997.0,0.0,201
631201,1983.0,1998.0,0.0,201
631301,1977.0,1992.0,0.0,82
631302,1978.0,1993.0,0.0,105
631501,1977.0,1992.0,1.0,82
631502,1979.0,1994.0,1.0,105
631503,1980.0,1995.0,0.0,150
631801,1980.0,1995.0,0.0,150
632101,1982.0,1997.0,0.0,201
632201,1978.0,1993.0,0.0,105
632202,1980.0,1995.0,0.0,150
632701,1978.0,1993.0,0.0,105
632702,1978.0,1993.0,0.0,105
632703,1979.0,1994.0,0.0,105
632704,1983.0,1998.0,0.0,201
632705,1984.0,1999.0,0.0,250
632706,1986.0,2001.0,0.0,283
633301,1985.0,2000.0,0.0,250
633401,1987.0,2002.0,0.0,283
633501,1981.0,1996.0,0.0,155
633502,1983.0,1998.0,0.0,201
633601,1980.0,1995.0,1.0,150
633602,1983.0,1998.0,0.0,201
633701,1976.0,1991.0,1.0,81
633801,1978.0,1993.0,0.0,105
633802,1979.0,1994.0,0.0,105
633803,1982.0,1997.0,0.0,201
633901,1980.0,1995.0,0.0,150
633902,1987.0,2002.0,0.0,283
634201,1983.0,1998.0,0.0,201
634401,1978.0,1993.0,0.0,105
634402,1981.0,1996.0,1.0,155
634501,1975.0,1990.0,0.0,53
634502,1976.0,1991.0,0.0,81
634503,1986.0,2001.0,0.0,283
635601,1982.0,1997.0,0.0,201
635602,1986.0,2001.0,0.0,283
635701,1983.0,1998.0,0.0,201
635801,1980.0,1995.0,0.0,150
636301,1976.0,1991.0,0.0,81
636302,1978.0,1993.0,0.0,105
636303,1981.0,1996.0,1.0,155
636401,1986.0,2001.0,0.0,283
636501,1982.0,1997.0,0.0,201
636502,1984.0,1999.0,0.0,250
636503,1986.0,2001.0,0.0,283
636601,1982.0,1997.0,0.0,201
636801,1981.0,1996.0,1.0,155
636802,1983.0,1998.0,0.0,201
636803,1985.0,2000.0,1.0,250
636901,1976.0,1991.0,0.0,81
636902,1986.0,2001.0,0.0,283
637001,1976.0,1991.0,0.0,81
637101,1979.0,1994.0,0.0,105
637103,1982.0,1997.0,0.0,201
637104,1987.0,2002.0,0.0,283
637401,1978.0,1993.0,0.0,105
637402,1987.0,2002.0,0.0,283
637501,1979.0,1994.0,0.0,105
637502,1980.0,1995.0,0.0,150
637701,1986.0,2001.0,0.0,283
637901,1984.0,1999.0,1.0,250
638001,1976.0,1991.0,0.0,81
638101,1977.0,1992.0,0.0,82
638102,1979.0,1994.0,1.0,105
638201,1977.0,1992.0,0.0,82
638202,1983.0,1998.0,1.0,201
638301,1974.0,1989.0,0.0,53
638401,1979.0,1994.0,0.0,105
638402,1983.0,1998.0,0.0,201
638701,1980.0,1995.0,1.0,150
638702,1986.0,2001.0,0.0,283
638901,1976.0,1991.0,0.0,81
638902,1982.0,1997.0,0.0,201
639301,1982.0,1997.0,0.0,201
639302,1985.0,2000.0,0.0,250
639401,1980.0,1995.0,0.0,150
639601,1983.0,1998.0,0.0,201
639602,1986.0,2001.0,0.0,283
639901,1973.0,1988.0,0.0,24
639902,1974.0,1989.0,0.0,53
639903,1976.0,1991.0,0.0,81
639904,1980.0,1995.0,0.0,150
640001,1977.0,1992.0,1.0,82
640002,1980.0,1995.0,0.0,150
640003,1982.0,1997.0,0.0,201
640401,1975.0,1990.0,0.0,53
640402,1980.0,1995.0,0.0,150
640501,1980.0,1995.0,0.0,150
640701,1981.0,1996.0,1.0,155
640702,1986.0,2001.0,0.0,283
641001,1980.0,1995.0,0.0,150
641301,1976.0,1991.0,0.0,81
641401,1975.0,1990.0,1.0,53
641402,1977.0,1992.0,0.0,82
641403,1982.0,1997.0,0.0,201
641601,1978.0,1993.0,0.0,105
641602,1981.0,1996.0,1.0,155
642601,1979.0,1994.0,0.0,105
642602,1984.0,1999.0,0.0,250
642701,1984.0,1999.0,0.0,250
642801,1982.0,1997.0,0.0,201
642901,1982.0,1997.0,0.0,201
642902,1984.0,1999.0,0.0,250
642903,1984.0,1999.0,1.0,250
642904,1986.0,2001.0,0.0,283
643401,1975.0,1990.0,0.0,53
643402,1984.0,1999.0,0.0,250
644201,1986.0,2001.0,0.0,283
644502,1984.0,1999.0,0.0,250
644503,1987.0,2002.0,0.0,283
644801,1977.0,1992.0,0.0,82
644802,1978.0,1993.0,0.0,105
644803,1982.0,1997.0,0.0,201
644804,1985.0,2000.0,0.0,250
644805,1986.0,2001.0,0.0,283
644901,1985.0,2000.0,1.0,250
645001,1980.0,1995.0,1.0,150
645501,1984.0,1999.0,0.0,250
646101,1987.0,2002.0,0.0,283
647201,1985.0,2000.0,0.0,250
648201,1979.0,1994.0,0.0,105
648202,1980.0,1995.0,0.0,150
648601,1979.0,1994.0,0.0,105
648901,1985.0,2000.0,0.0,250
651301,1986.0,2001.0,0.0,283
651601,1979.0,1994.0,0.0,105
651602,1981.0,1996.0,0.0,155
651603,1982.0,1997.0,0.0,201
651604,1982.0,1997.0,1.0,201
651605,1984.0,1999.0,0.0,250
655501,1983.0,1998.0,0.0,201
657501,1981.0,1996.0,0.0,155
658702,1978.0,1993.0,0.0,105
658703,1982.0,1997.0,0.0,201
658704,1984.0,1999.0,0.0,250
660201,1981.0,1996.0,0.0,155
660202,1982.0,1997.0,0.0,201
660203,1986.0,2001.0,0.0,283
660401,1979.0,1994.0,0.0,105
660402,1983.0,1998.0,0.0,201
660501,1984.0,1999.0,0.0,250
660502,1986.0,2001.0,1.0,283
660601,1977.0,1992.0,0.0,82
660603,1981.0,1996.0,1.0,155
660604,1987.0,2002.0,0.0,283
664203,1983.0,1998.0,0.0,201
664301,1972.0,1987.0,1.0,24
664302,1973.0,1988.0,0.0,24
664303,1981.0,1996.0,0.0,155
664401,1982.0,1997.0,0.0,201
665101,1984.0,1999.0,0.0,250
665401,1979.0,1994.0,0.0,105
665402,1986.0,2001.0,0.0,283
665801,1977.0,1992.0,0.0,82
665802,1985.0,2000.0,0.0,250
665901,1979.0,1994.0,0.0,105
665902,1981.0,1996.0,0.0,155
666201,1986.0,2001.0,0.0,283
666701,1984.0,1999.0,0.0,250
666801,1987.0,2002.0,0.0,283
667102,1985.0,2000.0,0.0,250
667401,1980.0,1995.0,0.0,150
667402,1982.0,1997.0,0.0,201
667403,1986.0,2001.0,0.0,283
667501,1982.0,1997.0,0.0,201
667502,1985.0,2000.0,0.0,250
667601,1979.0,1994.0,0.0,105
667602,1981.0,1996.0,0.0,155
667603,1984.0,1999.0,0.0,250
668401,1976.0,1991.0,0.0,81
668402,1981.0,1996.0,0.0,155
669301,1987.0,2002.0,0.0,283
669401,1978.0,1993.0,0.0,105
670401,1980.0,1995.0,0.0,150
670901,1981.0,1996.0,1.0,155
670902,1984.0,1999.0,0.0,250
671101,1982.0,1997.0,0.0,201
672001,1983.0,1998.0,0.0,201
672201,1976.0,1991.0,0.0,81
672501,1987.0,2002.0,0.0,283
673001,1982.0,1997.0,0.0,201
673402,1987.0,2002.0,0.0,283
674001,1978.0,1993.0,1.0,105
674201,1984.0,1999.0,0.0,250
674202,1987.0,2002.0,0.0,283
674401,1981.0,1996.0,0.0,155
674501,1986.0,2001.0,0.0,283
674901,1979.0,1994.0,0.0,105
674903,1982.0,1997.0,0.0,201
675201,1980.0,1995.0,0.0,150
675202,1987.0,2002.0,0.0,283
675301,1985.0,2000.0,0.0,250
675501,1983.0,1998.0,0.0,201
675601,1981.0,1996.0,0.0,155
675602,1983.0,1998.0,0.0,201
675701,1981.0,1996.0,0.0,155
675801,1978.0,1993.0,0.0,105
675802,1981.0,1996.0,0.0,155
676101,1979.0,1994.0,0.0,105
676501,1987.0,2002.0,0.0,283
677201,1979.0,1994.0,1.0,105
677202,1981.0,1996.0,1.0,155
677301,1978.0,1993.0,0.0,105
677302,1983.0,1998.0,0.0,201
677402,1984.0,1999.0,0.0,250
677403,1986.0,2001.0,0.0,283
678301,1982.0,1997.0,0.0,201
678701,1975.0,1990.0,0.0,53
678702,1976.0,1991.0,1.0,81
678703,1978.0,1993.0,1.0,105
680701,1980.0,1995.0,0.0,150
680702,1985.0,2000.0,1.0,250
681601,1985.0,2000.0,0.0,250
681602,1986.0,2001.0,0.0,283
682501,1976.0,1991.0,0.0,81
682502,1985.0,2000.0,0.0,250
682801,1972.0,1987.0,0.0,24
682802,1974.0,1989.0,0.0,53
682803,1977.0,1992.0,1.0,82
682901,1982.0,1997.0,0.0,201
682902,1986.0,2001.0,0.0,283
683201,1981.0,1996.0,0.0,155
684501,1980.0,1995.0,0.0,150
684502,1981.0,1996.0,0.0,155
684503,1983.0,1998.0,0.0,201
684701,1981.0,1996.0,0.0,155
684702,1984.0,1999.0,0.0,250
684703,1985.0,2000.0,0.0,250
685401,1982.0,1997.0,0.0,201
685402,1982.0,1997.0,0.0,201
685801,1978.0,1993.0,0.0,105
685802,1979.0,1994.0,0.0,105
685803,1980.0,1995.0,0.0,150
685804,1981.0,1996.0,0.0,155
685805,1983.0,1998.0,0.0,201
685806,1984.0,1999.0,0.0,250
686201,1978.0,1993.0,0.0,105
686202,1985.0,2000.0,0.0,250
686601,1975.0,1990.0,0.0,53
687601,1986.0,2001.0,0.0,283
688101,1985.0,2000.0,0.0,250
688501,1985.0,2000.0,0.0,250
689001,1980.0,1995.0,1.0,150
689101,1986.0,2001.0,0.0,283
693001,1980.0,1995.0,0.0,150
693002,1984.0,1999.0,0.0,250
693003,1987.0,2002.0,0.0,283
694001,1986.0,2001.0,0.0,283
694801,1979.0,1994.0,0.0,105
695001,1981.0,1996.0,0.0,155
695002,1986.0,2001.0,0.0,283
695201,1982.0,1997.0,0.0,201
695202,1985.0,2000.0,0.0,250
695301,1985.0,2000.0,1.0,250
695302,1987.0,2002.0,0.0,283
696601,1982.0,1997.0,0.0,201
696701,1978.0,1993.0,0.0,105
696703,1987.0,2002.0,0.0,283
697001,1975.0,1990.0,0.0,53
697101,1981.0,1996.0,0.0,155
697102,1987.0,2002.0,0.0,283
698901,1979.0,1994.0,0.0,105
699401,1977.0,1992.0,0.0,82
699501,1977.0,1992.0,0.0,82
699502,1979.0,1994.0,0.0,105
699503,1981.0,1996.0,0.0,155
700002,1985.0,2000.0,0.0,250
700202,1987.0,2002.0,0.0,283
704601,1983.0,1998.0,0.0,201
704901,1980.0,1995.0,0.0,150
704902,1985.0,2000.0,0.0,250
705401,1981.0,1996.0,0.0,155
706401,1981.0,1996.0,0.0,155
706501,1978.0,1993.0,0.0,105
706502,1987.0,2002.0,1.0,283
706503,1987.0,2002.0,1.0,283
706601,1976.0,1991.0,0.0,81
706602,1977.0,1992.0,0.0,82
706603,1979.0,1994.0,1.0,105
706604,1980.0,1995.0,1.0,150
706605,1981.0,1996.0,0.0,155
707301,1985.0,2000.0,0.0,250
707401,1978.0,1993.0,0.0,105
707402,1986.0,2001.0,1.0,283
707501,1986.0,2001.0,0.0,283
707701,1979.0,1994.0,0.0,105
707703,1983.0,1998.0,0.0,201
708101,1986.0,2001.0,0.0,283
708401,1985.0,2000.0,1.0,250
708402,1987.0,2002.0,0.0,283
708501,1979.0,1994.0,0.0,105
708502,1980.0,1995.0,0.0,150
708503,1986.0,2001.0,0.0,283
708901,1977.0,1992.0,0.0,82
708902,1980.0,1995.0,0.0,150
709201,1978.0,1993.0,0.0,105
709401,1974.0,1989.0,1.0,53
709402,1979.0,1994.0,0.0,105
709403,1982.0,1997.0,0.0,201
709701,1974.0,1989.0,0.0,53
710201,1986.0,2001.0,0.0,283
710202,1987.0,2002.0,0.0,283
710501,1981.0,1996.0,0.0,155
711501,1983.0,1998.0,0.0,201
711502,1985.0,2000.0,0.0,250
711601,1976.0,1991.0,0.0,81
711602,1980.0,1995.0,0.0,150
711603,1981.0,1996.0,1.0,155
712001,1986.0,2001.0,0.0,283
712301,1986.0,2001.0,0.0,283
712401,1975.0,1990.0,0.0,53
712402,1985.0,2000.0,0.0,250
712602,1979.0,1994.0,0.0,105
712603,1981.0,1996.0,0.0,155
712701,1981.0,1996.0,0.0,155
712702,1983.0,1998.0,0.0,201
712703,1985.0,2000.0,0.0,250
712801,1979.0,1994.0,0.0,105
712802,1981.0,1996.0,0.0,155
713001,1978.0,1993.0,0.0,105
713002,1983.0,1998.0,0.0,201
713802,1977.0,1992.0,0.0,82
713803,1985.0,2000.0,0.0,250
713901,1984.0,1999.0,0.0,250
713902,1985.0,2000.0,0.0,250
713903,1987.0,2002.0,0.0,283
714401,1980.0,1995.0,0.0,150
714402,1987.0,2002.0,0.0,283
714601,1986.0,2001.0,0.0,283
714801,1984.0,1999.0,0.0,250
714802,1986.0,2001.0,0.0,283
715201,1983.0,1998.0,0.0,201
715202,1986.0,2001.0,0.0,283
715301,1982.0,1997.0,0.0,201
715601,1983.0,1998.0,0.0,201
715602,1985.0,2000.0,0.0,250
715801,1975.0,1990.0,1.0,53
715802,1977.0,1992.0,0.0,82
715803,1980.0,1995.0,0.0,150
716301,1978.0,1993.0,0.0,105
716302,1984.0,1999.0,0.0,250
717001,1977.0,1992.0,0.0,82
717002,1982.0,1997.0,1.0,201
717501,1987.0,2002.0,0.0,283
717901,1979.0,1994.0,0.0,105
717902,1982.0,1997.0,1.0,201
717903,1985.0,2000.0,0.0,250
718001,1979.0,1994.0,0.0,105
718002,1984.0,1999.0,0.0,250
718101,1980.0,1995.0,0.0,150
718301,1984.0,1999.0,0.0,250
718302,1986.0,2001.0,0.0,283
718401,1981.0,1996.0,0.0,155
718402,1986.0,2001.0,0.0,283
718601,1986.0,2001.0,0.0,283
718901,1983.0,1998.0,0.0,201
719201,1977.0,1992.0,0.0,82
719401,1984.0,1999.0,0.0,250
719402,1986.0,2001.0,0.0,283
719701,1978.0,1993.0,0.0,105
719702,1981.0,1996.0,0.0,155
719801,1978.0,1993.0,0.0,105
719802,1984.0,1999.0,0.0,250
719901,1977.0,1992.0,0.0,82
720702,1977.0,1992.0,0.0,82
720703,1980.0,1995.0,0.0,150
720704,1981.0,1996.0,0.0,155
720901,1979.0,1994.0,0.0,105
720902,1984.0,1999.0,0.0,250
721401,1982.0,1997.0,0.0,201
721501,1985.0,2000.0,1.0,250
721701,1977.0,1992.0,0.0,82
721703,1981.0,1996.0,0.0,155
721704,1982.0,1997.0,0.0,201
721705,1984.0,1999.0,0.0,250
722003,1983.0,1998.0,0.0,201
722004,1985.0,2000.0,0.0,250
722601,1984.0,1999.0,0.0,250
722602,1987.0,2002.0,0.0,283
722801,1986.0,2001.0,0.0,283
723201,1980.0,1995.0,1.0,150
723502,1987.0,2002.0,0.0,283
724401,1982.0,1997.0,0.0,201
724402,1983.0,1998.0,0.0,201
724403,1985.0,2000.0,0.0,250
724601,1983.0,1998.0,0.0,201
724602,1986.0,2001.0,0.0,283
724701,1985.0,2000.0,0.0,250
724901,1977.0,1992.0,0.0,82
725201,1974.0,1989.0,0.0,53
725202,1981.0,1996.0,1.0,155
725301,1981.0,1996.0,0.0,155
725501,1980.0,1995.0,0.0,150
725602,1983.0,1998.0,0.0,201
725603,1985.0,2000.0,0.0,250
725801,1980.0,1995.0,1.0,150
725802,1982.0,1997.0,0.0,201
725901,1985.0,2000.0,0.0,250
725902,1987.0,2002.0,0.0,283
727501,1978.0,1993.0,0.0,105
727502,1982.0,1997.0,0.0,201
727503,1985.0,2000.0,0.0,250
727601,1979.0,1994.0,0.0,105
727602,1984.0,1999.0,0.0,250
727801,1975.0,1990.0,0.0,53
727802,1979.0,1994.0,0.0,105
727803,1982.0,1997.0,0.0,201
728201,1980.0,1995.0,1.0,150
728301,1981.0,1996.0,1.0,155
729501,1976.0,1991.0,0.0,81
729502,1979.0,1994.0,0.0,105
730201,1979.0,1994.0,1.0,105
730203,1984.0,1999.0,0.0,250
730401,1984.0,1999.0,0.0,250
730501,1975.0,1990.0,0.0,53
730502,1986.0,2001.0,0.0,283
731401,1974.0,1989.0,0.0,53
731601,1975.0,1990.0,0.0,53
731701,1987.0,2002.0,0.0,283
732201,1984.0,1999.0,0.0,250
732202,1987.0,2002.0,0.0,283
732301,1979.0,1994.0,1.0,105
732302,1986.0,2001.0,0.0,283
732402,1982.0,1997.0,0.0,201
732403,1983.0,1998.0,0.0,201
732501,1982.0,1997.0,0.0,201
732502,1984.0,1999.0,0.0,250
737701,1982.0,1997.0,0.0,201
737801,1983.0,1998.0,0.0,201
738201,1985.0,2000.0,0.0,250
738901,1981.0,1996.0,0.0,155
738902,1985.0,2000.0,0.0,250
738903,1986.0,2001.0,0.0,283
739001,1986.0,2001.0,0.0,283
739101,1975.0,1990.0,0.0,53
739102,1984.0,1999.0,0.0,250
739201,1975.0,1990.0,0.0,53
740301,1976.0,1991.0,0.0,81
742601,1985.0,2000.0,0.0,250
743001,1977.0,1992.0,0.0,82
743201,1980.0,1995.0,1.0,150
743301,1975.0,1990.0,0.0,53
743302,1977.0,1992.0,0.0,82
743303,1979.0,1994.0,0.0,105
743304,1981.0,1996.0,0.0,155
743601,1980.0,1995.0,0.0,150
743602,1985.0,2000.0,0.0,250
743802,1983.0,1998.0,0.0,201
743803,1985.0,2000.0,0.0,250
743901,1985.0,2000.0,1.0,250
743902,1987.0,2002.0,0.0,283
744101,1978.0,1993.0,0.0,105
744102,1979.0,1994.0,1.0,105
744201,1972.0,1987.0,0.0,24
744202,1974.0,1989.0,0.0,53
744301,1981.0,1996.0,0.0,155
744302,1983.0,1998.0,0.0,201
744701,1975.0,1990.0,0.0,53
744702,1976.0,1991.0,0.0,81
744703,1980.0,1995.0,0.0,150
744704,1984.0,1999.0,0.0,250
744801,1982.0,1997.0,0.0,201
744901,1979.0,1994.0,1.0,105
745102,1983.0,1998.0,0.0,201
745503,1984.0,1999.0,0.0,250
745901,1986.0,2001.0,0.0,283
746201,1985.0,2000.0,0.0,250
746401,1977.0,1992.0,0.0,82
746402,1979.0,1994.0,0.0,105
746403,1986.0,2001.0,0.0,283
746404,1987.0,2002.0,0.0,283
747001,1977.0,1992.0,0.0,82
747002,1981.0,1996.0,0.0,155
747003,1982.0,1997.0,1.0,201
747004,1986.0,2001.0,0.0,283
747901,1986.0,2001.0,0.0,283
748001,1980.0,1995.0,0.0,150
748002,1982.0,1997.0,0.0,201
748501,1982.0,1997.0,0.0,201
749201,1984.0,1999.0,0.0,250
749301,1978.0,1993.0,0.0,105
749302,1980.0,1995.0,0.0,150
749303,1981.0,1996.0,0.0,155
749401,1981.0,1996.0,1.0,155
749402,1982.0,1997.0,0.0,201
749601,1978.0,1993.0,0.0,105
749602,1982.0,1997.0,0.0,201
749603,1984.0,1999.0,0.0,250
750001,1982.0,1997.0,0.0,201
750101,1976.0,1991.0,0.0,81
750102,1980.0,1995.0,0.0,150
750103,1981.0,1996.0,0.0,155
750104,1987.0,2002.0,0.0,283
750301,1981.0,1996.0,1.0,155
750801,1979.0,1994.0,0.0,105
750802,1982.0,1997.0,0.0,201
751001,1979.0,1994.0,0.0,105
751401,1977.0,1992.0,0.0,82
751402,1981.0,1996.0,0.0,155
751801,1985.0,2000.0,0.0,250
752001,1981.0,1996.0,0.0,155
752401,1979.0,1994.0,0.0,105
752402,1987.0,2002.0,0.0,283
754801,1978.0,1993.0,0.0,105
754802,1979.0,1994.0,0.0,105
754803,1985.0,2000.0,0.0,250
757801,1986.0,2001.0,0.0,283
758301,1978.0,1993.0,0.0,105
758302,1980.0,1995.0,1.0,150
758303,1987.0,2002.0,0.0,283
758501,1984.0,1999.0,0.0,250
758701,1984.0,1999.0,0.0,250
759501,1987.0,2002.0,0.0,283
759801,1982.0,1997.0,0.0,201
759802,1984.0,1999.0,0.0,250
760101,1983.0,1998.0,1.0,201
760102,1986.0,2001.0,0.0,283
760601,1984.0,1999.0,0.0,250
761601,1983.0,1998.0,0.0,201
761602,1984.0,1999.0,0.0,250
761701,1984.0,1999.0,0.0,250
761801,1980.0,1995.0,0.0,150
761902,1982.0,1997.0,0.0,201
762201,1975.0,1990.0,1.0,53
762202,1979.0,1994.0,0.0,105
762601,1986.0,2001.0,0.0,283
763601,1976.0,1991.0,0.0,81
763602,1978.0,1993.0,0.0,105
763603,1978.0,1993.0,0.0,105
764201,1983.0,1998.0,1.0,201
764501,1980.0,1995.0,0.0,150
764503,1985.0,2000.0,0.0,250
764801,1973.0,1988.0,0.0,24
764802,1976.0,1991.0,0.0,81
764803,1978.0,1993.0,0.0,105
764804,1980.0,1995.0,0.0,150
764901,1975.0,1990.0,0.0,53
765202,1985.0,2000.0,0.0,250
765501,1979.0,1994.0,0.0,105
765502,1985.0,2000.0,1.0,250
765503,1987.0,2002.0,0.0,283
765701,1976.0,1991.0,0.0,81
765702,1986.0,2001.0,0.0,283
766201,1980.0,1995.0,0.0,150
766501,1974.0,1989.0,0.0,53
766901,1974.0,1989.0,0.0,53
766902,1976.0,1991.0,0.0,81
767001,1982.0,1997.0,0.0,201
