C0000100,C0000200,C0005300,C0005400,C0005700,C0005800,C0007000,first_observed_age,last_observed_age,n_observed_age_years,n_observed_age_years_15_25,any_observed_age_ge_25,observed_age_year_count_15_25,observed_survey_years_15_25,violence_positive_age_year_count_15_25,violence_first_event_age_15_25,violence_second_event_age_15_25,violence_last_event_age_15_25,violence_positive_survey_years_15_25,eligible_observed_through_age_25,persistent_violence_contact_age15_25,predictor_cutoff_age,predictor_cutoff_year
582003,5820.0,1.0,1.0,1988.0,,,16.0,24.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2003.0
582004,5820.0,1.0,1.0,1993.0,,,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2008.0
582101,5821.0,1.0,2.0,1983.0,,,15.0,29.0,7.0,5.0,True,5.0,1998;2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
582102,5821.0,1.0,2.0,1991.0,,,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
582201,5822.0,1.0,2.0,1986.0,,,,,,,,,,0,,,,,False,,15,2001.0
582202,5822.0,1.0,2.0,1989.0,,,,,,,,,,0,,,,,False,,15,2004.0
582701,5827.0,1.0,1.0,1979.0,,,15.0,27.0,5.0,4.0,True,4.0,1994;1996;1998;2000,0,,,,,True,0.0,15,1994.0
582901,5829.0,1.0,1.0,1980.0,,,10.0,30.0,8.0,4.0,True,4.0,1996;1998;2000;2002,0,,,,,True,0.0,15,1995.0
583301,5833.0,1.0,2.0,1982.0,,,,,,,,,,0,,,,,False,,15,1997.0
583302,5833.0,1.0,1.0,1983.0,,,21.0,21.0,1.0,1.0,False,1.0,2004,0,,,,,False,,15,1998.0
583303,5833.0,1.0,1.0,1985.0,,,,,,,,,,0,,,,,False,,15,2000.0
583401,5834.0,1.0,1.0,1982.0,,,16.0,30.0,8.0,5.0,True,5.0,1998;2000;2002;2004;2006,0,,,,,True,0.0,15,1997.0
583402,5834.0,1.0,1.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
583403,5834.0,1.0,2.0,1991.0,,,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,1,15.0,,15.0,2006,False,,15,2006.0
583501,5835.0,1.0,2.0,1990.0,,,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2005.0
583601,5836.0,1.0,1.0,1976.0,,,18.0,30.0,5.0,2.0,True,2.0,1994;2000,1,18.0,,18.0,1994,True,0.0,15,1991.0
583602,5836.0,1.0,1.0,1978.0,,,10.0,12.0,2.0,0.0,False,,,0,,,,,False,,15,1993.0
583603,5836.0,1.0,2.0,1979.0,,,11.0,33.0,8.0,4.0,True,4.0,1994;2000;2002;2004,1,15.0,,15.0,1994,True,0.0,15,1994.0
583604,5836.0,1.0,1.0,1984.0,,,18.0,28.0,4.0,3.0,True,3.0,2002;2004;2006,0,,,,,True,0.0,15,1999.0
583901,5839.0,1.0,2.0,1980.0,,,10.0,30.0,8.0,4.0,True,4.0,1996;1998;2002;2004,0,,,,,True,0.0,15,1995.0
583902,5839.0,1.0,1.0,1983.0,,,15.0,27.0,6.0,5.0,True,5.0,1998;2002;2004;2006;2008,1,25.0,,25.0,2008,True,0.0,15,1998.0
584001,5840.0,1.0,1.0,1979.0,,,9.0,9.0,1.0,0.0,False,,,0,,,,,False,,15,1994.0
584002,5840.0,1.0,2.0,1980.0,,,22.0,30.0,4.0,2.0,True,2.0,2002;2004,0,,,,,True,0.0,15,1995.0
584003,5840.0,1.0,2.0,1982.0,,,20.0,30.0,6.0,3.0,True,3.0,2002;2004;2006,0,,,,,True,0.0,15,1997.0
584004,5840.0,1.0,1.0,1982.0,,,20.0,28.0,4.0,3.0,True,3.0,2002;2004;2006,0,,,,,True,0.0,15,1997.0
584005,5840.0,1.0,2.0,1987.0,,,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
584006,5840.0,1.0,1.0,1992.0,,,16.0,20.0,3.0,3.0,False,3.0,2008;2010;2012,1,20.0,,20.0,2012,False,,15,2007.0
584101,5841.0,1.0,1.0,1976.0,,,12.0,34.0,9.0,3.0,True,3.0,1994;1996;2000,0,,,,,True,0.0,15,1991.0
584102,5841.0,1.0,1.0,1980.0,,,16.0,30.0,8.0,5.0,True,5.0,1996;1998;2000;2002;2004,2,16.0,18.0,18.0,1996;1998,True,1.0,15,1995.0
584401,5844.0,1.0,1.0,1982.0,,,16.0,18.0,2.0,2.0,False,2.0,1998;2000,0,,,,,False,,15,1997.0
584402,5844.0,1.0,2.0,1986.0,,,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2001.0
584403,5844.0,1.0,2.0,1990.0,,,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2005.0
584901,5849.0,1.0,1.0,1976.0,,,12.0,34.0,8.0,1.0,True,1.0,2000,0,,,,,True,0.0,15,1991.0
584902,5849.0,1.0,2.0,1985.0,,,15.0,27.0,7.0,6.0,True,6.0,2000;2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2000.0
585201,5852.0,1.0,1.0,1981.0,,,21.0,29.0,5.0,3.0,True,3.0,2002;2004;2006,0,,,,,True,0.0,15,1996.0
585202,5852.0,1.0,1.0,1984.0,,,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
585203,5852.0,1.0,2.0,1987.0,,,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
585204,5852.0,1.0,1.0,1992.0,,,16.0,20.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2007.0
585301,5853.0,1.0,2.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
585302,5853.0,1.0,1.0,1991.0,,,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
585501,5855.0,1.0,1.0,1976.0,,,12.0,34.0,10.0,3.0,True,3.0,1994;1996;2000,0,,,,,True,0.0,15,1991.0
585502,5855.0,1.0,1.0,1977.0,,,13.0,33.0,9.0,5.0,True,5.0,1994;1996;1998;2000;2002,0,,,,,True,0.0,15,1992.0
585503,5855.0,1.0,2.0,1987.0,,,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
585801,5858.0,3.0,2.0,1978.0,,,10.0,10.0,1.0,0.0,False,,,0,,,,,False,,15,1993.0
585802,5858.0,3.0,1.0,1981.0,,,,,,,,,,0,,,,,False,,15,1996.0
585803,5858.0,3.0,2.0,1987.0,,,,,,,,,,0,,,,,False,,15,2002.0
586101,5861.0,1.0,2.0,1981.0,,,17.0,29.0,6.0,4.0,True,4.0,1998;2000;2002;2006,2,17.0,19.0,19.0,1998;2000,True,1.0,15,1996.0
586102,5861.0,1.0,2.0,1983.0,,,15.0,29.0,7.0,5.0,True,5.0,1998;2000;2002;2006;2008,1,15.0,,15.0,1998,True,0.0,15,1998.0
586103,5861.0,1.0,1.0,1984.0,,,16.0,28.0,6.0,4.0,True,4.0,2000;2002;2004;2008,2,16.0,18.0,18.0,2000;2002,True,1.0,15,1999.0
586104,5861.0,1.0,1.0,2000.0,,,16.0,16.0,1.0,1.0,False,1.0,2016,0,,,,,False,,15,2015.0
586201,5862.0,1.0,1.0,1983.0,,,15.0,29.0,8.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,1,23.0,,23.0,2006,True,0.0,15,1998.0
586202,5862.0,1.0,1.0,1985.0,,,15.0,27.0,7.0,6.0,True,6.0,2000;2002;2004;2006;2008;2010,1,15.0,,15.0,2000,True,0.0,15,2000.0
586203,5862.0,1.0,2.0,1992.0,,,16.0,20.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2007.0
586801,5868.0,1.0,1.0,1984.0,,,20.0,28.0,5.0,3.0,True,3.0,2004;2006;2008,0,,,,,True,0.0,15,1999.0
586802,5868.0,1.0,2.0,1987.0,,,17.0,25.0,5.0,5.0,True,5.0,2004;2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
586803,5868.0,1.0,1.0,1997.0,,,15.0,17.0,2.0,2.0,False,2.0,2012;2014,0,,,,,False,,15,2012.0
586804,5868.0,1.0,2.0,2001.0,,,,,,,,,,0,,,,,False,,15,2016.0
587001,5870.0,1.0,1.0,1983.0,,,15.0,29.0,7.0,5.0,True,5.0,1998;2002;2004;2006;2008,1,15.0,,15.0,1998,True,0.0,15,1998.0
587002,5870.0,1.0,1.0,1987.0,,,17.0,23.0,4.0,4.0,False,4.0,2004;2006;2008;2010,0,,,,,False,,15,2002.0
587003,5870.0,1.0,1.0,1991.0,,,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
587301,5873.0,1.0,2.0,1983.0,,,15.0,29.0,8.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
587302,5873.0,1.0,2.0,1987.0,,,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
587303,5873.0,1.0,1.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
587401,5874.0,1.0,1.0,1995.0,,,15.0,17.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2010.0
587402,5874.0,1.0,1.0,1997.0,,,15.0,17.0,2.0,2.0,False,2.0,2012;2014,0,,,,,False,,15,2012.0
587801,5878.0,1.0,1.0,1980.0,,,,,,,,,,0,,,,,False,,15,1995.0
587802,5878.0,1.0,1.0,1984.0,,,,,,,,,,0,,,,,False,,15,1999.0
587803,5878.0,1.0,1.0,1990.0,,,,,,,,,,0,,,,,False,,15,2005.0
588001,5880.0,1.0,2.0,1974.0,,,,,,,,,,0,,,,,False,,15,1989.0
588301,5883.0,1.0,2.0,1983.0,,,15.0,29.0,8.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
588302,5883.0,1.0,1.0,1988.0,,,18.0,22.0,3.0,3.0,False,3.0,2006;2008;2010,1,22.0,,22.0,2010,False,,15,2003.0
588701,5887.0,2.0,1.0,1979.0,,,15.0,33.0,9.0,6.0,True,6.0,1994;1996;1998;2000;2002;2004,3,15.0,17.0,19.0,1994;1996;1998,True,1.0,15,1994.0
588702,5887.0,2.0,1.0,1986.0,,,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2001.0
588801,5888.0,2.0,2.0,1981.0,,,21.0,29.0,5.0,3.0,True,3.0,2002;2004;2006,0,,,,,True,0.0,15,1996.0
588802,5888.0,2.0,1.0,1982.0,,,20.0,30.0,5.0,2.0,True,2.0,2002;2006,0,,,,,True,0.0,15,1997.0
588803,5888.0,2.0,1.0,1989.0,,,,,,,,,,0,,,,,False,,15,2004.0
588804,5888.0,2.0,1.0,1993.0,,,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,2,15.0,19.0,19.0,2008;2012,False,,15,2008.0
588901,5889.0,2.0,1.0,1975.0,,,15.0,27.0,3.0,2.0,True,2.0,1990;2000,0,,,,,True,0.0,15,1990.0
588902,5889.0,2.0,2.0,1982.0,,,16.0,30.0,5.0,2.0,True,2.0,1998;2006,0,,,,,True,0.0,15,1997.0
588903,5889.0,2.0,2.0,1987.0,,,19.0,23.0,2.0,2.0,False,2.0,2006;2010,0,,,,,False,,15,2002.0
588904,5889.0,2.0,2.0,1989.0,,,,,,,,,,0,,,,,False,,15,2004.0
589201,5892.0,3.0,2.0,1981.0,,,,,,,,,,0,,,,,False,,15,1996.0
589202,5892.0,3.0,1.0,1984.0,,,,,,,,,,0,,,,,False,,15,1999.0
589501,5895.0,2.0,1.0,1983.0,,,15.0,29.0,7.0,5.0,True,5.0,1998;2002;2004;2006;2008,1,15.0,,15.0,1998,True,0.0,15,1998.0
589502,5895.0,2.0,2.0,1996.0,,,,,,,,,,0,,,,,False,,15,2011.0
589701,5897.0,2.0,1.0,1983.0,,,17.0,29.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,1,17.0,,17.0,2000,True,0.0,15,1998.0
589702,5897.0,2.0,2.0,1985.0,,,15.0,27.0,7.0,6.0,True,6.0,2000;2002;2004;2006;2008;2010,1,19.0,,19.0,2004,True,0.0,15,2000.0
589703,5897.0,2.0,2.0,1993.0,,,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,2,15.0,17.0,17.0,2008;2010,False,,15,2008.0
589901,5899.0,2.0,2.0,1983.0,,,17.0,29.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
589902,5899.0,2.0,1.0,1994.0,,,16.0,18.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2009.0
590601,5906.0,2.0,1.0,1976.0,,,12.0,30.0,5.0,3.0,True,3.0,1994;1996;2000,1,18.0,,18.0,1994,True,0.0,15,1991.0
590602,5906.0,2.0,1.0,1980.0,,,10.0,30.0,6.0,2.0,True,2.0,1998;2000,0,,,,,True,0.0,15,1995.0
590603,5906.0,2.0,1.0,1988.0,,,16.0,24.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,3,16.0,18.0,22.0,2004;2006;2010,False,,15,2003.0
590901,5909.0,2.0,1.0,1982.0,,,16.0,26.0,4.0,3.0,True,3.0,1998;2000;2002,1,16.0,,16.0,1998,True,0.0,15,1997.0
590902,5909.0,2.0,2.0,1983.0,,,15.0,29.0,8.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
590903,5909.0,2.0,2.0,1984.0,,,16.0,28.0,6.0,4.0,True,4.0,2000;2002;2006;2008,1,16.0,,16.0,2000,True,0.0,15,1999.0
590904,5909.0,2.0,1.0,1986.0,,,16.0,26.0,3.0,2.0,True,2.0,2002;2004,0,,,,,True,0.0,15,2001.0
591101,5911.0,2.0,2.0,1984.0,,,20.0,28.0,4.0,2.0,True,2.0,2004;2006,0,,,,,True,0.0,15,1999.0
591301,5913.0,2.0,2.0,1974.0,,,14.0,38.0,9.0,2.0,True,2.0,1994;1996,0,,,,,True,0.0,15,1989.0
591302,5913.0,2.0,1.0,1975.0,,,21.0,37.0,6.0,2.0,True,2.0,1996;2000,1,21.0,,21.0,1996,True,0.0,15,1990.0
591303,5913.0,2.0,2.0,1976.0,,,12.0,34.0,8.0,2.0,True,2.0,1996;2000,0,,,,,True,0.0,15,1991.0
591401,5914.0,2.0,2.0,1990.0,,,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2005.0
591601,5916.0,2.0,1.0,1983.0,,,15.0,29.0,8.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
591602,5916.0,2.0,1.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,3,15.0,17.0,19.0,2004;2006;2008,False,,15,2004.0
591603,5916.0,2.0,1.0,1992.0,,,16.0,20.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2007.0
591901,5919.0,2.0,1.0,1977.0,,,11.0,33.0,9.0,3.0,True,3.0,1994;1996;2000,0,,,,,True,0.0,15,1992.0
591902,5919.0,2.0,2.0,1981.0,,,17.0,29.0,7.0,5.0,True,5.0,1998;2000;2002;2004;2006,0,,,,,True,0.0,15,1996.0
591903,5919.0,2.0,2.0,1983.0,,,15.0,29.0,8.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,1,15.0,,15.0,1998,True,0.0,15,1998.0
591904,5919.0,2.0,2.0,1989.0,,,15.0,21.0,4.0,4.0,False,4.0,2004;2006;2008;2010,0,,,,,False,,15,2004.0
592301,5923.0,2.0,2.0,1984.0,,,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
592302,5923.0,2.0,1.0,1990.0,,,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2005.0
592601,5926.0,2.0,2.0,1973.0,,,17.0,37.0,8.0,3.0,True,3.0,1990;1994;1996,0,,,,,True,0.0,15,1988.0
592602,5926.0,2.0,1.0,1979.0,,,11.0,33.0,10.0,6.0,True,6.0,1994;1996;1998;2000;2002;2004,1,19.0,,19.0,1998,True,0.0,15,1994.0
592603,5926.0,2.0,1.0,1983.0,,,17.0,29.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
592604,5926.0,2.0,2.0,1990.0,,,18.0,22.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2005.0
592701,5927.0,2.0,1.0,1987.0,,,15.0,19.0,3.0,3.0,False,3.0,2002;2004;2006,0,,,,,False,,15,2002.0
592702,5927.0,2.0,2.0,1991.0,,,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
592703,5927.0,2.0,1.0,1993.0,,,17.0,17.0,1.0,1.0,False,1.0,2010,1,17.0,,17.0,2010,False,,15,2008.0
592704,5927.0,2.0,2.0,1994.0,,,16.0,18.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2009.0
593201,5932.0,2.0,2.0,1977.0,,,,,,,,,,0,,,,,False,,15,1992.0
593202,5932.0,2.0,2.0,1983.0,,,,,,,,,,0,,,,,False,,15,1998.0
593203,5932.0,2.0,2.0,1985.0,,,15.0,27.0,7.0,6.0,True,6.0,2000;2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2000.0
593204,5932.0,2.0,2.0,1988.0,,,16.0,24.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2003.0
593205,5932.0,2.0,2.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
593206,5932.0,2.0,1.0,1991.0,,,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,2,15.0,19.0,19.0,2006;2010,False,,15,2006.0
593401,5934.0,2.0,1.0,1984.0,,,22.0,28.0,4.0,2.0,True,2.0,2006;2008,2,22.0,24.0,24.0,2006;2008,True,1.0,15,1999.0
593601,5936.0,2.0,2.0,1984.0,,,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
594101,5941.0,2.0,2.0,1981.0,,,,,,,,,,0,,,,,False,,15,1996.0
594102,5941.0,2.0,2.0,1983.0,,,15.0,29.0,8.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
594103,5941.0,2.0,2.0,1990.0,,,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2005.0
594401,5944.0,2.0,1.0,1979.0,,,,,,,,,,0,,,,,False,,15,1994.0
594701,5947.0,1.0,1.0,1979.0,,,25.0,29.0,3.0,1.0,True,1.0,2004,0,,,,,True,0.0,15,1994.0
594702,5947.0,1.0,1.0,1980.0,,,24.0,28.0,3.0,1.0,True,1.0,2004,0,,,,,True,0.0,15,1995.0
594703,5947.0,1.0,2.0,1986.0,,,18.0,24.0,4.0,4.0,False,4.0,2004;2006;2008;2010,0,,,,,False,,15,2001.0
594704,5947.0,1.0,1.0,1987.0,,,,,,,,,,0,,,,,False,,15,2002.0
594801,5948.0,1.0,1.0,1979.0,,,21.0,33.0,5.0,2.0,True,2.0,2000;2004,0,,,,,True,0.0,15,1994.0
594802,5948.0,1.0,2.0,1980.0,,,,,,,,,,0,,,,,False,,15,1995.0
595101,5951.0,2.0,1.0,1979.0,,,11.0,33.0,10.0,6.0,True,6.0,1994;1996;1998;2000;2002;2004,0,,,,,True,0.0,15,1994.0
595102,5951.0,2.0,1.0,1980.0,,,10.0,28.0,7.0,4.0,True,4.0,1996;1998;2000;2002,1,18.0,,18.0,1998,True,0.0,15,1995.0
595103,5951.0,2.0,1.0,1982.0,,,,,,,,,,0,,,,,False,,15,1997.0
595104,5951.0,2.0,2.0,1984.0,,,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,1,16.0,,16.0,2000,True,0.0,15,1999.0
595105,5951.0,2.0,2.0,1985.0,,,15.0,27.0,7.0,6.0,True,6.0,2000;2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2000.0
595201,5952.0,2.0,2.0,1979.0,,,,,,,,,,0,,,,,False,,15,1994.0
595202,5952.0,2.0,2.0,1981.0,,,23.0,27.0,3.0,2.0,True,2.0,2004;2006,0,,,,,True,0.0,15,1996.0
595203,5952.0,2.0,2.0,1983.0,,,21.0,29.0,5.0,3.0,True,3.0,2004;2006;2008,0,,,,,True,0.0,15,1998.0
595204,5952.0,2.0,2.0,1984.0,,,18.0,28.0,6.0,4.0,True,4.0,2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
595301,5953.0,2.0,1.0,1973.0,,,15.0,21.0,2.0,2.0,False,2.0,1988;1994,0,,,,,False,,15,1988.0
595401,5954.0,2.0,2.0,1981.0,,,21.0,25.0,3.0,3.0,True,3.0,2002;2004;2006,0,,,,,True,0.0,15,1996.0
595601,5956.0,2.0,1.0,1981.0,,,,,,,,,,0,,,,,False,,15,1996.0
595602,5956.0,2.0,2.0,1989.0,,,,,,,,,,0,,,,,False,,15,2004.0
595701,5957.0,2.0,2.0,1979.0,,,11.0,33.0,10.0,6.0,True,6.0,1994;1996;1998;2000;2002;2004,2,17.0,25.0,25.0,1996;2004,True,1.0,15,1994.0
595702,5957.0,2.0,1.0,1984.0,,,,,,,,,,0,,,,,False,,15,1999.0
596301,5963.0,1.0,1.0,1989.0,,,15.0,23.0,4.0,4.0,False,4.0,2004;2008;2010;2012,1,15.0,,15.0,2004,False,,15,2004.0
596302,5963.0,1.0,2.0,2002.0,,,14.0,16.0,2.0,1.0,False,1.0,2018,0,,,,,False,,15,2017.0
596501,5965.0,2.0,1.0,1977.0,,,11.0,29.0,7.0,3.0,True,3.0,1994;1996;2002,1,19.0,,19.0,1996,True,0.0,15,1992.0
596502,5965.0,2.0,2.0,1980.0,,,10.0,10.0,1.0,0.0,False,,,0,,,,,False,,15,1995.0
596503,5965.0,2.0,1.0,1981.0,,,15.0,25.0,5.0,5.0,True,5.0,1996;1998;2002;2004;2006,0,,,,,True,0.0,15,1996.0
596504,5965.0,2.0,1.0,1985.0,,,15.0,27.0,5.0,4.0,True,4.0,2000;2002;2004;2006,1,17.0,,17.0,2002,True,0.0,15,2000.0
596505,5965.0,2.0,2.0,1995.0,,,15.0,17.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2010.0
596901,5969.0,2.0,1.0,1995.0,,,15.0,17.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2010.0
596902,5969.0,2.0,1.0,1997.0,,,15.0,17.0,2.0,2.0,False,2.0,2012;2014,0,,,,,False,,15,2012.0
597301,5973.0,2.0,1.0,1979.0,,,11.0,33.0,4.0,0.0,True,,,0,,,,,True,0.0,15,1994.0
597302,5973.0,2.0,1.0,1985.0,,,,,,,,,,0,,,,,False,,15,2000.0
597303,5973.0,2.0,2.0,1988.0,,,16.0,24.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2003.0
597304,5973.0,2.0,1.0,1990.0,,,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,1,16.0,,16.0,2006,False,,15,2005.0
597305,5973.0,2.0,1.0,1994.0,,,16.0,18.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2009.0
597306,5973.0,2.0,2.0,1994.0,,,16.0,18.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2009.0
597307,5973.0,2.0,2.0,1996.0,,,16.0,16.0,1.0,1.0,False,1.0,2012,0,,,,,False,,15,2011.0
597601,5976.0,2.0,2.0,1979.0,,,11.0,33.0,10.0,6.0,True,6.0,1994;1996;1998;2000;2002;2004,0,,,,,True,0.0,15,1994.0
597602,5976.0,2.0,1.0,1984.0,,,18.0,28.0,6.0,4.0,True,4.0,2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
597603,5976.0,2.0,1.0,2002.0,,,16.0,16.0,1.0,1.0,False,1.0,2018,0,,,,,False,,15,2017.0
597701,5977.0,2.0,1.0,1992.0,,,,,,,,,,0,,,,,False,,15,2007.0
597801,5978.0,2.0,2.0,1974.0,,,14.0,38.0,8.0,3.0,True,3.0,1990;1994;1996,1,16.0,,16.0,1990,True,0.0,15,1989.0
597802,5978.0,2.0,2.0,1977.0,,,11.0,17.0,3.0,1.0,False,1.0,1994,0,,,,,False,,15,1992.0
597803,5978.0,2.0,2.0,1988.0,,,18.0,24.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2003.0
597804,5978.0,2.0,2.0,1992.0,,,,,,,,,,0,,,,,False,,15,2007.0
598001,5980.0,2.0,1.0,1984.0,,,16.0,28.0,6.0,4.0,True,4.0,2000;2004;2006;2008,1,16.0,,16.0,2000,True,0.0,15,1999.0
598002,5980.0,2.0,2.0,1988.0,,,16.0,24.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,1,16.0,,16.0,2004,False,,15,2003.0
598301,5983.0,2.0,1.0,1983.0,,,15.0,25.0,6.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
598501,5985.0,2.0,2.0,1990.0,,,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2005.0
598502,5985.0,2.0,1.0,1992.0,,,16.0,20.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2007.0
598601,5986.0,2.0,2.0,1982.0,,,16.0,30.0,7.0,4.0,True,4.0,1998;2002;2004;2006,0,,,,,True,0.0,15,1997.0
598602,5986.0,2.0,1.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
599101,5991.0,2.0,1.0,1976.0,,,,,,,,,,0,,,,,False,,15,1991.0
599102,5991.0,2.0,2.0,1982.0,,,,,,,,,,0,,,,,False,,15,1997.0
599801,5998.0,2.0,2.0,1981.0,,,15.0,29.0,8.0,6.0,True,6.0,1996;1998;2000;2002;2004;2006,2,15.0,17.0,17.0,1996;1998,True,1.0,15,1996.0
599802,5998.0,2.0,2.0,1990.0,,,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2005.0
599803,5998.0,2.0,2.0,1992.0,,,16.0,20.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2007.0
599804,5998.0,2.0,1.0,1993.0,,,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2008.0
599901,5999.0,2.0,1.0,1978.0,,,10.0,34.0,8.0,5.0,True,5.0,1994;1996;1998;2000;2002,1,16.0,,16.0,1994,True,0.0,15,1993.0
599902,5999.0,2.0,2.0,1981.0,,,17.0,29.0,6.0,4.0,True,4.0,1998;2002;2004;2006,0,,,,,True,0.0,15,1996.0
600201,6002.0,2.0,2.0,1982.0,,,16.0,30.0,7.0,4.0,True,4.0,1998;2002;2004;2006,0,,,,,True,0.0,15,1997.0
600202,6002.0,2.0,2.0,1987.0,,,17.0,25.0,4.0,4.0,True,4.0,2004;2008;2010;2012,0,,,,,True,0.0,15,2002.0
