persistent_violence_contact_age15_25,count,mean,std,min,25%,50%,75%,max
0.0,3950.0,191.54658227848103,71.76795160730536,6.0,150.0,201.0,250.0,283.0
1.0,532.0,161.8139097744361,68.1112773053966,6.0,105.0,155.0,201.0,283.0
